,PA01H:NO,RN6:NO,SOULT:NO,OPERA:NO,RN20:NO,BP_EST:NO,ARG:NO,AUB:NO,AUT:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,PA15L:NO,OBJECTID
,PARIS 1er Les Halles,Route Nationale 6 - MELUN,Boulevard Soult,Place de l'Opéra,RN20 Montlhéry,Boulevard Périphérique Est,ARGENTEUIL,AUBERVILLIERS,Boulevard Péripherique Auteuil,Autoroute A1 - Saint-Denis,Place Victor Basch,BOBIGNY,Rue Bonaparte,Quai des Célestins,CHAMPIGNY-SUR-MARNE,LA DEFENSE,Tour Eiffel 3ème étage,Avenue des Champs Elysées,EVRY,GENNEVILLIERS,GONESSE,LOGNES,MANTES-LA-JOLIE,MELUN,MONTGERON,NEUILLY-SUR-SEINE,PARIS 7ème,PARIS 12ème,PARIS 13ème,PARIS 18ème,Zone rurale Sud-Est - Forêt de Fontainebleau,Zone rurale Sud-Ouest - Forêt de Rambouillet,SAINT-DENIS,TREMBLAY-EN-FRANCE,Boulevard Haussmann,VERSAILLES,VILLEMOMBLE,VITRY-SUR-SEINE,Route nationale 2 - PANTIN,Paris stade Lenglen,0
,PA01H,RN6,SOULT,OPERA,RN20,BP_EST,ARG,AUB,AUT,A1,BASCH,BOB,BONAP,CELES,CHAMP,DEF,EIFF3,ELYS,EVRY,GEN,GON,LOGNES,MANT,MELUN,MONTG,NEUIL,PA07,PA12,PA13,PA18,RUR-SE,RUR-SO,STDEN,TREMB,HAUS,VERS,VILLEM,VITRY,RN2,PA15L,1
,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,2
,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2021/10/14 08:00:00+00,252.200000,235.300000,331.500000,180.900000,409.900000,550.900000,139.500000,307.500000,456.900000,416.700000,336.300000,396.300000,338.500000,400.800000,105.300000,,8.800000,207,234.100000,192.600000,233.500000,233.600000,81.700000,95.500000,226.400000,116.500000,149.600000,262.900000,295.500000,212.300000,3.500000,1.800000,197.900000,156.100000,182.700000,234.100000,145.500000,483.500000,287,78.500000,6876
2021/10/14 09:00:00+00,197.800000,201.200000,274.500000,179,281.700000,467.700000,91.800000,292.600000,286.500000,480.900000,191.600000,281.500000,317.800000,282.800000,72.800000,,7.500000,66.600000,190,162.100000,206.300000,129,75.800000,52.600000,148.400000,59.900000,84.800000,220.100000,187.900000,257.500000,3.400000,1,206.600000,136.300000,130.600000,43.900000,130.700000,197.200000,356.500000,92.200000,6877
2021/10/14 10:00:00+00,38.700000,108.200000,114,105.900000,206.300000,254.200000,34.200000,142.300000,137.900000,397.700000,128.800000,50.900000,130.700000,213.900000,25.500000,,19.200000,44.100000,45.300000,,214.100000,21,45.300000,17.900000,58.100000,45.300000,24.300000,141.600000,170.600000,80.500000,2.400000,1.100000,235.400000,81.500000,109,3.400000,62.100000,32.700000,198.500000,30.900000,6878
2021/10/14 11:00:00+00,31.200000,86,22.700000,74.800000,179.200000,155.100000,,28.100000,149.800000,221.200000,91.400000,23.500000,75.500000,119,9,,9.200000,29.200000,16.300000,,100.200000,4.700000,24.200000,4.100000,10.700000,9.200000,7.500000,25.800000,12.800000,41.400000,1,0.500000,92.500000,17.800000,82.100000,2.200000,12.400000,8.700000,102,5.500000,6879
2021/10/14 12:00:00+00,8,53.900000,20.800000,51.200000,112,79.700000,,8.800000,94.400000,143.200000,82.100000,16.100000,39,42.700000,4.500000,,8.700000,23.300000,5,10.400000,11.400000,1.600000,6.800000,1.300000,3.600000,9,4.800000,8.800000,5.900000,20,0.900000,0.500000,33.400000,,68.500000,3.400000,8.200000,8,56.300000,3.300000,6880
2021/10/14 13:00:00+00,9,58.500000,23.600000,53.100000,50.800000,107,9.600000,7.200000,116.100000,122.800000,91.100000,9.100000,70.200000,42.400000,2.500000,,11.700000,26.100000,3.500000,10.300000,7.200000,1.300000,12.300000,1.300000,4.600000,10.300000,7.600000,7.700000,5.200000,8.700000,1.200000,0.200000,11.400000,,64.600000,3.500000,4.800000,2.600000,47.600000,5.700000,6881
2021/10/14 14:00:00+00,5,51.900000,20.900000,57.400000,81.400000,117.600000,4.600000,6.800000,122.200000,119.200000,86,8.600000,53.300000,53.200000,1.900000,,7,18.400000,2.300000,11.400000,5.600000,1.100000,10,0.900000,2.700000,8.100000,3.400000,6.300000,2.100000,8.500000,0.700000,0.300000,8.200000,2.200000,91.400000,1.300000,3.700000,1.800000,79.100000,2.800000,6882
2021/10/14 15:00:00+00,3.700000,43.500000,18.900000,52.200000,117.300000,87.600000,6.500000,4.100000,84.100000,121.500000,81.100000,7,66.100000,86.200000,1.400000,,3.900000,28.600000,1.700000,7.300000,4.700000,0.700000,13,1.200000,2.700000,4.900000,1.400000,5.700000,1.300000,5.200000,0.100000,0.300000,5.600000,2.300000,72.900000,1.100000,4,2.600000,81.700000,2.400000,6883
2021/10/14 16:00:00+00,2.700000,83.400000,27.800000,49.100000,118.600000,141.400000,3.200000,3.200000,107.800000,153.700000,179.500000,6,55.500000,66.400000,1.200000,,3.300000,22.700000,1.400000,3.600000,4.300000,0.300000,23.300000,0.900000,1.400000,3.700000,0.700000,3.500000,1.200000,3.300000,0.700000,0.300000,4.100000,1.100000,59.200000,1.700000,6.600000,0.500000,87.500000,1.100000,6884
2021/10/14 17:00:00+00,1.700000,117.700000,32.100000,62.900000,96.100000,124.400000,2.300000,5.200000,273,118.900000,107.100000,3.100000,79.900000,74.400000,1.200000,,1.600000,29.900000,1.400000,2.300000,10.200000,0.300000,43.600000,1.300000,2.800000,1.600000,0.400000,1.900000,0.100000,2.600000,0.800000,0.300000,2.700000,1.300000,74.100000,2.100000,10.800000,0.100000,71.600000,0.100000,6885
2021/10/14 18:00:00+00,0.700000,122.300000,96.600000,57.500000,317.500000,162.100000,24.200000,13.700000,349.400000,154.500000,114.700000,20.600000,58.300000,87.400000,7,,1,28.200000,1.700000,26.800000,43.400000,6.600000,68.600000,1.200000,15.100000,5.800000,0.200000,2.200000,0.200000,3.200000,0.600000,0.800000,4.900000,11.900000,66.100000,11.300000,7.700000,12.600000,43.300000,5.300000,6886
2021/10/14 19:00:00+00,3,120.400000,108.900000,55.900000,229.100000,128,28.400000,34.600000,368.800000,187.500000,176.100000,34.400000,39.900000,87.200000,18.100000,,0.700000,35,6.400000,34.400000,53.700000,30.800000,87,9.400000,17.200000,43.900000,0.400000,7.800000,1,2.800000,0.200000,0.900000,17.500000,5.800000,55.200000,61.900000,22.200000,22,51.100000,43,6887
2021/10/14 20:00:00+00,6.700000,107.400000,122.900000,69,146.900000,123.900000,51.400000,27.400000,315.700000,116.100000,127.300000,28.200000,33.500000,213.200000,22.400000,,0.700000,33.900000,12,102.400000,44.900000,33.100000,74.900000,11.300000,13.700000,72,25.400000,17.500000,1.700000,3.200000,0.300000,0.400000,58,12.200000,54.400000,54.200000,12.700000,39.400000,123.600000,39.200000,6888
2021/10/14 21:00:00+00,12.100000,112.600000,101.700000,51.600000,140.800000,148.500000,46.500000,10.800000,139.500000,255.900000,232.700000,62.600000,24.400000,166.200000,20.900000,,0.900000,46.700000,8.400000,220.100000,52.800000,19.200000,25.200000,16.400000,25.200000,50.500000,83.200000,28.800000,1.300000,10.100000,0.500000,0.300000,108.800000,63.500000,59.800000,56.900000,13,51.500000,124.300000,27.900000,6889
2021/10/14 22:00:00+00,33,68.800000,102.800000,53.500000,131.500000,144.200000,53.200000,8.800000,167.100000,232.500000,125.200000,43.100000,55.400000,132.200000,3.800000,,1.300000,19.500000,3.400000,190.600000,43.300000,3.500000,43.900000,7.800000,34.700000,53.600000,80.900000,13.200000,5.800000,14.900000,0.500000,0.400000,122,53.600000,61.800000,54.100000,7.800000,25.700000,75.400000,31.400000,6890
2021/10/14 23:00:00+00,10.200000,68,95.100000,26.500000,80.500000,148.200000,39.300000,6.300000,79.200000,208.300000,130,9.600000,40.200000,83.700000,2.700000,,0.800000,30.500000,5.500000,142.200000,55.500000,0.500000,56.100000,3.200000,49.800000,41.600000,52.800000,30.900000,62.600000,17.300000,0.500000,0.500000,137.700000,30.600000,39.600000,27,6.600000,21.400000,60.600000,19.200000,6891
2021/10/15 00:00:00+00,5.600000,65.300000,106.500000,29.400000,66.200000,241,23.500000,22.800000,86.100000,163.200000,95.500000,38.100000,24.400000,39.500000,4.700000,,1.500000,35.200000,22.900000,140.100000,54.200000,2.800000,40.700000,1.800000,19.100000,25.500000,2.800000,10,63,8.300000,0.200000,0.400000,110.200000,13.800000,44.600000,19.100000,11.200000,27.600000,55.400000,8,6892
2021/10/15 01:00:00+00,1.400000,55.100000,85,18,98,147.500000,59.300000,61.300000,58.200000,133.400000,68.200000,41.300000,23.400000,63.900000,1.200000,,0.600000,31.200000,17.400000,114.600000,51.200000,3.700000,16.300000,2.400000,10.600000,33,0.900000,23.300000,6.400000,2.300000,0.300000,0.400000,89.300000,28.800000,33.900000,9.300000,17.300000,19.900000,79.500000,4.400000,6893
2021/10/15 02:00:00+00,0.900000,54.800000,63.900000,11.700000,122.500000,160.400000,44.200000,119.700000,67.300000,107.100000,56.900000,65.600000,11.500000,28.600000,0.700000,,0.600000,26.300000,58.700000,79,38.400000,6,31.700000,3,9.200000,68.900000,0.500000,18,2,1.900000,,0.700000,72.900000,18.600000,21,11.400000,4.600000,28.600000,118.200000,1.100000,6894
2021/10/15 03:00:00+00,1.200000,57,106,15,130.300000,164.200000,54.100000,93.800000,89.500000,105.600000,101.300000,67,16.200000,32.300000,,,0.700000,26.800000,68.300000,88.500000,37.600000,2.400000,23.300000,6.100000,16.800000,138.200000,24.900000,31.300000,11.500000,94.500000,,1.900000,67.200000,22.100000,21.800000,8.800000,3.700000,28.500000,104.200000,0.300000,6895
2021/10/15 04:00:00+00,20.900000,80.600000,100,67.800000,256,162.700000,106,100.200000,178,186.700000,141.400000,84,68.700000,78.700000,21.400000,,0.900000,80.100000,72.800000,131,36.700000,31.600000,43.300000,9.100000,22.400000,90.600000,53.100000,58.800000,52.500000,114.100000,,7.400000,63.700000,28,77.700000,13.500000,26.600000,37.900000,111,1.900000,6896
2021/10/15 05:00:00+00,91.300000,185.300000,133,122.900000,382.500000,318.800000,161.700000,110.700000,322.800000,226.100000,113,93.200000,95.500000,154.900000,101.600000,,1.100000,97.800000,86,112,36.900000,78.600000,61.400000,18.500000,38.200000,70.700000,76.400000,87.100000,84.900000,89.400000,,1.300000,75.700000,33.800000,116.100000,20.200000,40.300000,55.700000,137.800000,14.200000,6897
2021/10/15 06:00:00+00,92.500000,240.300000,284.900000,147.200000,372.100000,310.600000,141.300000,96.800000,422.900000,340.700000,151.800000,114.500000,137.900000,246.900000,145.700000,,0.800000,95.600000,160.200000,105.400000,66.500000,139.600000,94,33.800000,81.400000,100.400000,79.600000,139.400000,145.400000,126.500000,,0.300000,136.800000,65.500000,125.800000,63.900000,33.200000,149.500000,165.600000,35.500000,6898
2021/10/15 07:00:00+00,85.400000,249.500000,313.100000,173.600000,454.400000,415.800000,142.300000,142.900000,521,368.100000,204.600000,184.600000,193.400000,283.300000,142.900000,,0.800000,157.800000,216.200000,110,130.900000,182.200000,113.300000,61.200000,117.200000,87.400000,78.900000,221,173.400000,172.300000,,9.600000,158.400000,68.800000,128.100000,79,171.600000,257.400000,186.200000,58.500000,6899
2021/10/15 08:00:00+00,115.500000,253.600000,289.100000,197.100000,388.600000,472.800000,104,189.100000,400.600000,392.300000,186.600000,214.900000,219.800000,396.100000,150.700000,,1.100000,150.900000,286.400000,125.600000,213.900000,186.600000,76.300000,70.100000,149.800000,86.500000,78.300000,230.600000,196.900000,206.200000,,11.100000,189.700000,90.700000,158.200000,69.600000,174.100000,235.900000,225,78.500000,6900
2021/10/15 09:00:00+00,91,232.600000,250.600000,126.900000,297.500000,429.500000,59.700000,210,174.400000,341,165.100000,194.600000,139.600000,301.900000,184.200000,,1.800000,117.500000,237.400000,119.300000,184,122.400000,104.200000,24.600000,130.300000,114.600000,87,223.100000,191.300000,164.400000,,20.800000,166.300000,111.300000,105.200000,,116.100000,206.100000,234,83.900000,6901
2021/10/15 10:00:00+00,43.300000,144.100000,267.500000,77.600000,329.700000,363.300000,28.800000,214.200000,159.100000,291.100000,182.900000,144.900000,95.100000,229.700000,111.300000,,21.600000,80,210.400000,77.900000,113,79,35.400000,22.700000,101.500000,73.200000,72,218,198.100000,78.700000,,15.600000,90.900000,109.100000,48.100000,23.400000,121.900000,237.700000,228.800000,39.800000,6902
2021/10/15 11:00:00+00,17.300000,127.200000,218.100000,61.900000,160.900000,298.300000,16.500000,69.200000,138.600000,184.200000,119.600000,114.500000,58.800000,96.800000,94.800000,,17.200000,33.200000,93.500000,44.300000,22.300000,40.300000,11.800000,25.800000,71.700000,18.400000,39.900000,127.800000,27.900000,43.200000,,4.400000,69.100000,56.800000,35.800000,15.900000,75.100000,144.200000,90.300000,23.400000,6903
2021/10/15 12:00:00+00,13.500000,104.600000,74.300000,54.900000,117.100000,104.400000,22.300000,25.700000,114.500000,159.700000,75.300000,30.600000,114.700000,64.600000,75.400000,,9.900000,31.900000,37,13.900000,4.100000,24.200000,11.300000,12.100000,62.300000,11.900000,8.700000,19.200000,11.500000,26.400000,,0.200000,26.900000,28.400000,48.400000,6.200000,31.400000,68.800000,50.600000,13.700000,6904
2021/10/15 13:00:00+00,11.100000,73.500000,31,47.600000,96.100000,69.300000,4.800000,10.100000,95.900000,97.900000,66.200000,16.300000,129.900000,84.700000,23.600000,,8.600000,19.400000,18.400000,7.100000,1.400000,16.500000,8.100000,4.600000,34,6.600000,7.100000,10.900000,8.500000,13.700000,1.400000,1.100000,11.800000,6.900000,25.400000,3.200000,21.400000,22.600000,38.400000,7,6905
2021/10/15 14:00:00+00,4.900000,52.200000,21.300000,42.200000,142,68.500000,1.800000,3.100000,106.600000,81.500000,61.500000,6.400000,62.700000,61.200000,9.900000,,5.900000,23.900000,13.300000,2.900000,1.700000,9.700000,10,2.400000,22.200000,3.700000,5.400000,10.100000,4.700000,5.800000,0.700000,0.900000,4,2.700000,12.400000,2.400000,3.900000,11.700000,29,4.600000,6906
2021/10/15 15:00:00+00,2.300000,47.500000,26.900000,53.300000,144.700000,78.700000,0.900000,0.200000,72.700000,94,73,4.600000,66.800000,66.100000,3.500000,,2.900000,4.500000,10.400000,3,1.100000,3,9,1.600000,19.500000,2.100000,2.500000,6.400000,2.100000,4.100000,0.900000,0.700000,2.400000,5.200000,8.200000,1.800000,1.900000,6.600000,58.300000,1.500000,6907
2021/10/15 16:00:00+00,1.400000,78.300000,45.600000,43.900000,219.500000,16.600000,2.200000,1.500000,145.600000,96,76.800000,4.300000,51.500000,88.600000,3.100000,,2.200000,8.400000,8.500000,1.800000,1.400000,2,14.600000,0.900000,11.800000,2.300000,2.800000,2.300000,0.700000,3.900000,1.700000,0.700000,1.900000,4.600000,8,2.600000,1.600000,3.600000,30.700000,1.200000,6908
2021/10/15 17:00:00+00,1.300000,88.500000,81,48.800000,288.100000,32.500000,3.400000,0,222.300000,106.400000,112.400000,4.200000,95.800000,71.200000,2.400000,,1.500000,12.400000,8.700000,4.900000,2.100000,0.900000,29.100000,2,25.500000,2.200000,5.600000,3,0.800000,4.900000,0.800000,0.200000,2.500000,4.800000,6.500000,4.800000,1.200000,1.400000,31.200000,0.900000,6909
2021/10/15 18:00:00+00,0.700000,81.900000,156.600000,50.600000,287.100000,24.700000,2.400000,0.500000,287.900000,86.500000,126.800000,2.600000,35.300000,69.800000,20.500000,,1.200000,16,53.900000,7.300000,9.700000,14.200000,20.400000,12.600000,67.900000,8.100000,30.800000,2.900000,0,5.800000,0.600000,0.500000,6.300000,11.700000,6.600000,24.800000,8.600000,76.400000,36.900000,10.400000,6910
2021/10/15 19:00:00+00,2.100000,128.200000,107.900000,60.100000,228.300000,123.800000,4.600000,6.700000,328.500000,97,103.100000,10.700000,68.400000,63.600000,66.300000,,0.800000,16.200000,189.800000,15.200000,5.700000,51.600000,17.900000,60.900000,81.200000,26.200000,31.300000,2.700000,0.100000,20.400000,0.400000,9,6.600000,28.400000,8,45.100000,10.700000,96.800000,43.400000,25.300000,6911
2021/10/15 20:00:00+00,3.300000,151.800000,28.200000,51.600000,187.400000,108.200000,1.500000,5,140.400000,90.400000,54.800000,7.500000,27.500000,44.600000,37.500000,,1,2.700000,184,3,2,50,15.600000,42,88,5.300000,3.700000,5.600000,1.200000,5.600000,0.400000,11.700000,2.900000,1.200000,13.400000,28.700000,7.600000,83.900000,40.200000,14.400000,6912
2021/10/15 21:00:00+00,2,74.100000,9.700000,31,161.200000,98.900000,0.600000,0.700000,124.900000,75.100000,57.500000,3.600000,26.900000,39.400000,3.300000,,1.100000,3,113.400000,4,1.900000,5.200000,25.200000,39.400000,37.800000,2.700000,2.600000,1.700000,0.600000,4.900000,0.400000,0.200000,2,3.600000,9.900000,10.600000,1.800000,6.700000,41.800000,0.700000,6913
2021/10/15 22:00:00+00,1.500000,94.500000,8.900000,30.400000,65.400000,73.700000,0.300000,1,115.200000,82,53.700000,6.400000,26.300000,34.100000,4.200000,,0.800000,1.900000,44.100000,2,2,5.600000,40.700000,59.700000,6.600000,2.300000,5.300000,2.400000,0.300000,5.800000,0.400000,0.100000,1.800000,4.200000,19,5.500000,1.400000,3.100000,34.300000,0.400000,6914
2021/10/15 23:00:00+00,1.700000,101.600000,8.700000,28.400000,24.800000,51.500000,0.100000,1,123.700000,85.900000,55.200000,7.200000,27.600000,37.900000,4.500000,,1,1.500000,5.800000,1.200000,1.400000,4.300000,18,34.700000,3.800000,2.300000,1.900000,1.800000,0.100000,3.900000,0.200000,0.400000,1.500000,3.900000,14.800000,1.900000,4.500000,1.700000,15.400000,0.400000,6915
2021/10/16 00:00:00+00,1.200000,61.700000,7.300000,23.500000,57.500000,45.800000,0.500000,1.100000,57.300000,61.200000,38,6.300000,12.900000,21.500000,5.200000,,1,1.600000,4.600000,0.700000,1.700000,1.500000,16.100000,32.400000,3.300000,2.200000,1.200000,1.800000,0.400000,4.100000,0.200000,0.400000,1.700000,1.100000,10.100000,3.200000,4.400000,2.300000,12.900000,0.100000,6916
2021/10/16 01:00:00+00,1.100000,30.600000,4.800000,18.300000,29.500000,38.400000,0,0.900000,30.900000,28,28.300000,7.400000,14,22.100000,1.400000,,1.100000,0.900000,2.300000,0.400000,0.800000,0.800000,14.100000,12.900000,1.900000,2.100000,0.600000,1,0,2.100000,0.200000,0.400000,1.600000,0.700000,6.700000,2.200000,1.100000,1.800000,9.600000,0,6917
2021/10/16 02:00:00+00,1,31.500000,3.300000,18.200000,29.600000,46.300000,2.700000,1.300000,63.100000,32.400000,39.700000,1.300000,20.200000,23.300000,0.900000,,0.700000,22.200000,1.500000,0.400000,1,0.500000,14.800000,1.300000,1.200000,1.800000,0.300000,0.600000,0,1.200000,0.300000,0.300000,0.700000,0.500000,11.300000,1.100000,1,0.100000,12.600000,0,6918
2021/10/16 03:00:00+00,1,31.600000,3.300000,11.200000,44.900000,66.500000,7.700000,1.900000,72.400000,52.100000,29.400000,2.600000,10.600000,13.500000,7.200000,,0.700000,2.800000,3.600000,7.300000,1.300000,0.300000,28.600000,0.900000,1.200000,1.900000,0.400000,1,0,2.700000,0.400000,0.600000,0.800000,0.600000,11.700000,1.300000,4.700000,0.300000,8.200000,0.100000,6919
2021/10/16 04:00:00+00,1,30.800000,10.400000,10.400000,139.700000,118.700000,10.200000,11.800000,183.100000,106.700000,45.300000,11,12.200000,36.800000,6.100000,,0.600000,16,4.100000,13.400000,5.100000,1,23.200000,1.200000,1.200000,2.100000,0.400000,0.600000,0,3.100000,0.400000,0.400000,3.800000,3.500000,16,1.600000,1.400000,0.200000,51.200000,0.900000,6920
2021/10/16 05:00:00+00,3.600000,46.700000,17.400000,20,188.700000,49.500000,35.300000,11.800000,147.200000,146,96.600000,19.600000,8.600000,34,7.700000,,0.800000,5.400000,2,13.400000,2.400000,0.900000,23.700000,1.500000,1.200000,6.400000,4,1.400000,0.500000,16.400000,0.300000,0.700000,4.400000,14.600000,10.300000,9.500000,11.500000,9.100000,28.600000,12.300000,6921
2021/10/16 06:00:00+00,2.200000,62.600000,16,23.900000,233.700000,64.500000,55.100000,8,173.400000,171.600000,85.200000,24.100000,25,28.700000,14.400000,,1,7.100000,6.300000,11.800000,4.300000,1.400000,32.700000,3.700000,2.800000,6.700000,2.200000,3.900000,3.600000,14.100000,0.700000,0.300000,10.600000,17.400000,13,22.500000,28.100000,7.500000,47.500000,12.900000,6922
2021/10/16 07:00:00+00,3,81.900000,24.500000,29.200000,274,123.500000,73.700000,13.300000,180.800000,152.100000,91.800000,38.300000,27.600000,60.400000,30,,0.900000,26.600000,11.500000,10.800000,38,2.300000,62.500000,9.700000,11.600000,10.600000,1.700000,4.900000,3.100000,13.200000,0.900000,0.800000,14.300000,35.300000,20.100000,16.600000,36.100000,7.800000,59.100000,13.800000,6923
