,PA01H:NO,RN6:NO,SOULT:NO,OPERA:NO,RN20:NO,BP_EST:NO,ARG:NO,AUB:NO,AUT:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,PA15L:NO,OBJECTID
2022/02/04 12:00:00+00,4.300000,75.500000,44.600000,53.400000,120.800000,37.700000,6.600000,4.900000,122.100000,114.900000,39.700000,2.800000,31.600000,17.900000,6.600000,,1,24.900000,2.300000,3.800000,1.200000,2.600000,2.100000,4.500000,4.600000,4.200000,2.100000,5.700000,2.800000,4,0.600000,0.200000,3.900000,3.900000,71.100000,,,6.200000,18.700000,1,832
2022/02/04 13:00:00+00,4.100000,68.400000,13.400000,28.400000,113.200000,32.500000,5.100000,4.600000,76.400000,66.600000,54.300000,2.800000,19.300000,,6.100000,,1.300000,15.700000,2.800000,2.900000,1.900000,3.200000,3.300000,5,4.400000,4,4,4.800000,2.500000,3.700000,0.900000,0.500000,5.600000,4.300000,66.200000,,,4.100000,16.600000,1.100000,833
2022/02/04 14:00:00+00,2.700000,59.500000,15.100000,30.600000,75.700000,23.400000,4,3.100000,100.800000,106.800000,32.600000,1.100000,17.400000,,4.100000,,0.600000,14.500000,2.400000,2.400000,0.200000,1.800000,2.200000,3.500000,3.600000,3.200000,1.500000,3,1.300000,2.500000,0.800000,0.200000,2.500000,2.700000,46.400000,,,2.400000,7.900000,0.400000,834
2022/02/04 15:00:00+00,2,51.300000,9.500000,27.300000,84.800000,13.200000,3.100000,2.200000,123.400000,85,24,0.500000,32.500000,10.300000,3,,0.600000,14.300000,1.500000,1.400000,0,0.700000,2.200000,2.900000,2.900000,2.700000,0.700000,1.700000,0.300000,2,0.400000,0.200000,3.800000,1.200000,70.700000,,2,1.900000,5.500000,0.500000,835
2022/02/04 16:00:00+00,1.500000,56.800000,10.300000,64.600000,65.400000,4.200000,3.400000,1.400000,69.300000,78.800000,35.100000,0.400000,15.600000,14.700000,1.700000,,0.200000,10.400000,1.500000,1.700000,0,0.800000,3.900000,5.100000,3.200000,2.400000,2.100000,4.400000,0,3.700000,0.300000,0.900000,5.300000,2.200000,18,,,2.800000,11.600000,3.800000,836
2022/02/04 17:00:00+00,1.500000,35.300000,22.300000,24.300000,120.800000,3.700000,2.200000,1.600000,81.900000,78.800000,42.700000,0.600000,16.900000,15.600000,1.600000,,0.400000,16.200000,1.500000,1.600000,0,1.400000,6.400000,3,3.400000,3,2.200000,5.100000,0.100000,4.900000,0.600000,3,6.700000,2.200000,10.400000,,1.400000,2.400000,12.700000,1.700000,837
2022/02/04 18:00:00+00,1.300000,26.900000,14.700000,28.100000,175.400000,6.700000,4.200000,1.600000,124,99.700000,44.900000,0.100000,14.800000,16,1,,0.300000,11,1.700000,1.100000,0,1.400000,5.600000,3.400000,3.700000,2.500000,2.900000,6.200000,0.200000,4.300000,0.600000,2.900000,4.300000,2.200000,26,,1.400000,3.600000,13.300000,1.200000,838
2022/02/04 19:00:00+00,1.600000,28.800000,10.600000,25.200000,107.700000,9.400000,7.400000,1.600000,153.200000,153.100000,47.500000,0.400000,26.900000,19.200000,1.400000,,0.100000,17.800000,2.500000,1.200000,0,2.700000,11.400000,1.900000,3.800000,3.600000,1.100000,5.500000,0.300000,4.700000,0.300000,4.100000,5.400000,9.400000,26.600000,,2.300000,3.200000,11.600000,0.300000,839
2022/02/04 20:00:00+00,2.300000,54,14.100000,36.900000,91.100000,17.500000,21.300000,1.900000,174,203,43.600000,0.200000,44,22.300000,2.900000,,0,21.100000,2.700000,1.800000,0.300000,1.500000,7.700000,2.700000,4.500000,4.300000,0.400000,4.500000,0.300000,4,0.400000,2.800000,4.100000,28.300000,44.300000,,4,2.600000,20.400000,0,840
2022/02/04 21:00:00+00,2.200000,83,10.200000,33.700000,153.400000,15.900000,5.100000,2.100000,100.900000,202.200000,40.500000,0.400000,29.800000,13,12.400000,,0.100000,15,1.700000,1.400000,7.200000,2.800000,8.700000,7.200000,4.900000,3.200000,0.500000,2.600000,0.100000,2.800000,0.500000,0,3.200000,37,20.100000,,1.400000,2,12.400000,0.100000,841
2022/02/04 22:00:00+00,2,48.700000,7.600000,22.500000,133.800000,15.900000,4.400000,1,75.500000,147,34.400000,0.200000,10.700000,20.100000,15.200000,,0.200000,20.200000,0.400000,0.900000,0,5.700000,4.700000,8.300000,3.600000,3.700000,1.100000,2.100000,0.200000,2.500000,0.300000,0.200000,1.300000,4.200000,25.300000,,0.700000,1.100000,7.600000,0,842
2022/02/04 23:00:00+00,1.400000,39.300000,4.600000,20.900000,109.600000,2.900000,2.800000,0.200000,76,143.800000,36,0.100000,12.500000,22.100000,15.500000,,0.200000,14.100000,0.100000,1.600000,0.100000,3.400000,6.900000,3.200000,2.800000,2.800000,0.800000,3.200000,0.200000,2.200000,0.400000,0.100000,1,1.100000,36.800000,,0.600000,0.900000,10.600000,0,843
2022/02/05 00:00:00+00,1.600000,25,5.800000,21,67.900000,3.500000,0.800000,0,76.400000,139.700000,32.200000,0,16.700000,21.200000,10.600000,,0.100000,19.100000,0,1.100000,0,1,4.400000,1.700000,2.200000,2.800000,0.400000,1.600000,0.100000,2.300000,0.500000,0.500000,0.900000,1,22.200000,,0.600000,0.700000,5.300000,0,844
2022/02/05 01:00:00+00,1.600000,30,3,19,49.700000,4.200000,1.800000,0.100000,52.800000,93.800000,27.300000,0.300000,6.700000,16.600000,5.400000,,0.100000,25.100000,0,0.900000,0,0.400000,3.200000,1.800000,2.300000,3,0.300000,1.500000,0,1.900000,0.500000,0.100000,0.800000,0.900000,31.200000,,0.400000,0.300000,6.600000,0,845
2022/02/05 02:00:00+00,1.500000,23.100000,2.500000,26.600000,66.400000,8.600000,1.100000,0,58.500000,76.800000,24.100000,0.100000,20.200000,22.300000,4.600000,,0.100000,20.100000,0,1.100000,0,0.400000,5.200000,2,2.200000,2.900000,0.300000,1.400000,0,2,0.300000,0,0.600000,0.800000,24.100000,,0.400000,0.300000,4.700000,0,846
2022/02/05 03:00:00+00,1.500000,15.100000,3.300000,12.600000,93.900000,39.500000,1.200000,0,43.400000,89.500000,20.900000,0.100000,12.400000,13,3,,0.400000,11.600000,0,1.400000,0,0.400000,2.600000,1.800000,4.600000,2.500000,0,1.100000,0,2.200000,0.500000,0.100000,0.800000,1.300000,15,,7.200000,0.200000,4.400000,0,847
2022/02/05 04:00:00+00,2.600000,14.300000,9.700000,15.600000,137.200000,95,7.100000,0.500000,61.400000,96.700000,17.300000,0.200000,5.400000,9.300000,3.400000,,0.100000,11.500000,0,1.400000,0.300000,0.600000,3.400000,1.400000,2.900000,3,0,3.900000,0,2.900000,0.500000,0.100000,0.700000,1.300000,11.200000,,2.100000,1,8.100000,0,848
2022/02/05 05:00:00+00,2.100000,16.300000,13.600000,9.500000,147.700000,132.600000,33.900000,0.400000,85.700000,101.500000,17.800000,1.200000,5.900000,13.400000,6.500000,,0.100000,8.100000,0,8.800000,4.800000,1.600000,4.600000,1.500000,2,4.100000,0,11.400000,0.300000,2,0.500000,0,0.900000,3.300000,10.600000,,5.400000,1.100000,7.300000,0,849
2022/02/05 06:00:00+00,2,20.800000,19.700000,13.700000,171.800000,159.400000,27.100000,0.900000,99.100000,157.400000,98.500000,11.200000,8.100000,16.700000,4.300000,,0.100000,6.300000,0.200000,12.400000,8.900000,3.700000,7,1.800000,2.800000,4,0,24.900000,9,3.100000,0.700000,0.100000,2.900000,3.500000,13.400000,,7.900000,5.700000,5.300000,0,850
2022/02/05 07:00:00+00,2.700000,29.400000,36.600000,26.300000,117.200000,150.500000,23.500000,2.800000,141.700000,144.400000,61.600000,27.800000,25.300000,32,10.800000,,0,16.400000,2.400000,5.700000,13.500000,1.400000,6.200000,4.600000,3.400000,6.200000,0.100000,33,13.300000,3.500000,0.500000,0,8.400000,10.700000,14.200000,,13.200000,31.800000,12.700000,0.100000,851
2022/02/05 08:00:00+00,4.100000,40.300000,56.300000,24.500000,149.500000,148.700000,70.600000,2.200000,153,184.500000,45.100000,21.900000,29.500000,50.300000,13.800000,,0.100000,18,1.400000,15.600000,53.700000,5.500000,41.700000,4.900000,9.800000,6.600000,1.800000,42.400000,24.100000,5.300000,1.100000,0.100000,14.200000,45.500000,18.200000,,28.900000,28.700000,17.500000,0.800000,852
2022/02/05 09:00:00+00,5.500000,56,73,31.900000,195.800000,256.900000,74.600000,7.300000,134,246.300000,39.600000,4,26.600000,23.700000,22.500000,,0.100000,17.300000,5.100000,15.400000,17,19.200000,56,8.400000,14.100000,7.600000,3.700000,69.300000,9.300000,5.700000,2,0.900000,21.300000,46.100000,25.700000,,57.100000,34.500000,19,2.700000,853
2022/02/05 10:00:00+00,7.400000,57.200000,55.300000,29.300000,151.800000,190.600000,20.900000,6.200000,126.200000,212.700000,40.800000,9.400000,43.300000,23.300000,24.400000,,1.900000,16.600000,7.300000,8.800000,7.600000,14.900000,17.400000,7.500000,15.400000,6.900000,4.700000,52.100000,10.200000,8.600000,2,2.200000,13,34.600000,24,,39.500000,17.400000,15.800000,4.100000,854
2022/02/05 11:00:00+00,6.600000,58.800000,26.700000,29.400000,101.900000,27.800000,6.300000,5.800000,116.900000,162.600000,35.600000,6.500000,27.700000,25.800000,20.500000,,3.900000,15.100000,7.800000,6.600000,5.200000,9.500000,6.200000,7.100000,11.300000,6.400000,4.400000,12.100000,4.800000,7.500000,1.700000,2,9.500000,16.600000,19.600000,,20.200000,10.100000,18.800000,3.500000,855
2022/02/05 12:00:00+00,4.100000,59.200000,15,29.100000,83.900000,15.400000,5.900000,3.900000,74.400000,151.600000,38.700000,3.800000,29.300000,18.700000,10.100000,,2.100000,13.900000,7.600000,4,2.100000,9.500000,5.600000,5.600000,7.900000,5.500000,3.500000,7,4.400000,5.800000,1.100000,0.900000,5.600000,8,28.800000,,4.500000,4,14.600000,1.400000,856
2022/02/05 13:00:00+00,3,58.200000,15.900000,21.800000,111.400000,14.300000,4.600000,2.700000,133.600000,115.400000,31.200000,2.800000,28.700000,16.200000,4,,1.200000,14,3.700000,3,0.300000,4.200000,4.300000,3,4.200000,3.900000,2.500000,5,1.900000,5.200000,0.700000,0.400000,4.700000,3.700000,19.900000,,3.300000,2.700000,10.500000,0.500000,857
2022/02/05 14:00:00+00,2.700000,58.200000,14.600000,26.800000,114.100000,10.200000,3.200000,2.400000,122.500000,137.300000,39.700000,1.700000,11.600000,10.300000,3.800000,,1.100000,15.600000,3.500000,2.900000,0.100000,2.300000,5.800000,3.300000,3.300000,3.600000,2.300000,4.100000,1.300000,3.900000,0.700000,0.100000,5.500000,3.200000,40.800000,,2.200000,2.200000,8.900000,0.300000,858
2022/02/05 15:00:00+00,2.700000,51.400000,12.500000,29.100000,109.800000,7.600000,3.700000,2.500000,139.100000,113.200000,30.400000,1.700000,43.300000,14.900000,3.500000,,1.100000,16.100000,2.700000,2.600000,0.100000,2.200000,2.100000,2.700000,3.200000,3.200000,2.700000,3,1.400000,4.100000,0.500000,0.100000,3.800000,2.900000,48.100000,,2.500000,1.500000,10.900000,0.200000,859
2022/02/05 16:00:00+00,2.400000,79.600000,11.100000,35.400000,93.700000,15.800000,3.900000,2.200000,148,152.700000,32.800000,0.700000,52.200000,10.900000,2.300000,,0.700000,18.600000,1.800000,1.800000,0,1.400000,3.700000,3.200000,2.800000,3.300000,1.300000,3.800000,1.300000,2.500000,0.300000,0.100000,3.800000,2.600000,70.400000,,2.100000,2.200000,7.200000,0,860
2022/02/05 17:00:00+00,2.600000,65.800000,15.500000,63.600000,138.800000,25.800000,4.600000,1.400000,163.800000,155.700000,30.500000,0.200000,25.600000,11.100000,2.600000,,0.400000,20.400000,1.500000,1.900000,0,0.700000,3.500000,2,2.900000,3.300000,0.200000,1.500000,0.900000,2.700000,0.500000,0.100000,2.200000,1.700000,85.700000,,1.400000,2.200000,12.700000,0,861
2022/02/05 18:00:00+00,2.300000,64.300000,16.600000,64.100000,176.500000,37.800000,6.300000,2.800000,125.300000,113.600000,57.800000,0.200000,24.400000,11.100000,4.400000,,0.200000,23.200000,1.200000,2,0,0.700000,5,3.700000,4.200000,3.200000,0.300000,1.600000,1.100000,2.300000,0.500000,0.100000,1.100000,2.100000,81,,1.100000,2.500000,10.900000,0,862
2022/02/05 19:00:00+00,3,85.700000,21.800000,56.300000,157.600000,42.400000,5.700000,5.300000,95.900000,86.500000,50.300000,0.300000,21.900000,12.800000,5.400000,,0.200000,22.400000,1.100000,1.300000,0,1.100000,2.900000,4.200000,4.400000,3.500000,0.500000,2.500000,1.600000,2.800000,0.700000,0.100000,2.200000,3.100000,72.800000,,1,2.600000,18,0,863
2022/02/05 20:00:00+00,2.900000,68.200000,20.200000,40.700000,126.700000,61.200000,4.100000,4.200000,103,86.300000,54.300000,0.200000,33.400000,9.200000,4.200000,,0.200000,13.900000,0.800000,0.900000,0,0.700000,2,2.600000,3.200000,3,0.200000,2.900000,2,2.700000,0.300000,0.100000,1.500000,1.900000,49.700000,,0.900000,1.500000,14,0,864
2022/02/05 21:00:00+00,2.400000,41.300000,9.500000,30.300000,57.600000,38,2.900000,2,66.400000,71.200000,39,0.200000,18.700000,8.700000,2.500000,,0.100000,10.900000,0.300000,1.300000,0,0.400000,0.900000,1.900000,2.500000,2.700000,0.200000,2.100000,1.200000,2.300000,0.800000,0,0.900000,1.300000,12.400000,,0.700000,0.800000,7.600000,0,865
2022/02/05 22:00:00+00,1.900000,39.900000,4.900000,,46.500000,25.300000,0.700000,1.300000,46.300000,52,25.100000,0,11.500000,4.800000,1.800000,,0.100000,12.300000,0,1,0,0.300000,0.200000,1.800000,2,2.500000,0,1.300000,0.500000,1.700000,0.800000,0,1.800000,1.200000,12.100000,,0.700000,0,10.400000,0,866
2022/02/05 23:00:00+00,1.600000,34.800000,5.400000,21.600000,40.400000,20.400000,1,1.200000,43.900000,53.600000,33.400000,0,12,5.700000,2.100000,,0.200000,11.200000,0,1.100000,0,0.100000,0.400000,1.700000,1.900000,2.100000,0,1.100000,0,1.500000,0.500000,0.100000,1.100000,1.500000,23,,0.600000,0.100000,6.700000,0,867
2022/02/06 00:00:00+00,1.500000,22.700000,4.100000,16.500000,26.500000,17.600000,0.600000,1.200000,40.900000,51.900000,29.900000,0.100000,16.600000,3.700000,1.500000,,0.100000,12.800000,0,0.900000,0,0,0.200000,1.100000,1.600000,2.200000,0,0.800000,0,1.500000,0.600000,0,0.700000,1.100000,28,,0.500000,0,6.400000,0,868
2022/02/06 01:00:00+00,1.500000,19.600000,3.200000,14.800000,23.900000,12.800000,0.300000,1.200000,31.700000,27.200000,28,0,11.200000,4.300000,0.900000,,0.200000,8.400000,0,0.900000,0,0,0.100000,1,1.600000,2.300000,0.100000,0.900000,0,1.500000,0.600000,0,0.900000,0.800000,12.400000,,0.500000,0,5.500000,0,869
2022/02/06 02:00:00+00,1.400000,13.600000,3.800000,12.700000,19.400000,12.300000,0.300000,0.900000,22.700000,26.500000,27.500000,0,5.600000,3.200000,0.800000,,0.200000,9.200000,0,1,0,0.100000,0,0.800000,1.600000,2,0.400000,0.800000,0.100000,1.400000,0.600000,0.100000,0.500000,1,11.300000,,0.400000,0,7.700000,0,870
2022/02/06 03:00:00+00,1.100000,14,1.800000,6.300000,14.500000,11,0.100000,0.300000,16.900000,22.700000,17,0,5.100000,3,0.800000,,0.200000,4.300000,0,0.700000,0,0,0,0.900000,1.500000,1.500000,0,0.500000,0,1.200000,0.300000,0.100000,0.300000,0.100000,7.300000,,0.500000,0,3.400000,0,871
2022/02/06 04:00:00+00,1.100000,9.500000,1.600000,4.500000,13.200000,10.300000,0,0,13,19.500000,15.200000,0,3.400000,0.600000,0.700000,,0.400000,2.600000,0,1,0,0.100000,0,0.700000,1.400000,1.600000,0,0.400000,0,1.100000,0.500000,0,0.300000,0.500000,5.300000,,0.600000,0,3,0,872
2022/02/06 05:00:00+00,1,10.300000,1.500000,3.400000,17.500000,10.400000,0,0.100000,12.100000,27.500000,18.400000,0,1.800000,0.400000,0.700000,,0.100000,3.200000,0,0.600000,0,0,0,0.700000,1.500000,1.600000,0,0.500000,0,1,0.500000,0,0.500000,0.900000,4.400000,,0.400000,0,3.100000,0,873
2022/02/06 06:00:00+00,1,10.600000,1.400000,3.200000,27.100000,14.600000,0,0.200000,12.100000,17.900000,17.800000,0,2,1.200000,0.900000,,0.400000,1.800000,0,1.600000,0,0,0,1,1.600000,2,0,0.600000,0.200000,1.300000,0.400000,0.100000,0.700000,0.800000,2.100000,,0.400000,0,5.100000,0,874
2022/02/06 07:00:00+00,1,13.200000,1.700000,5.600000,20.700000,11.600000,0,0.100000,15.200000,23,18.800000,0,2.500000,0.100000,0.800000,,0.100000,1.900000,0,2.100000,0,0.100000,0,0.500000,1.600000,2.500000,0,0.400000,0,1.300000,0.500000,0.100000,0.900000,0.400000,2.500000,,0.500000,0,4.500000,0,875
2022/02/06 08:00:00+00,1.100000,17.500000,2.500000,8.500000,32.800000,19.700000,0.300000,0.100000,18.200000,27.500000,24.500000,0,8.500000,0.500000,0.900000,,0.200000,2.100000,0,1.700000,0,0.100000,0,1,1.600000,1.900000,0,0.600000,0,1.300000,0.600000,0,1,0.800000,3.800000,,0.500000,0,5.200000,0,876
2022/02/06 09:00:00+00,1.300000,22.800000,3.200000,8.100000,37.800000,15.400000,0.900000,0.700000,21.500000,26.800000,27.100000,0.100000,5.300000,1.800000,1.100000,,0.100000,2.900000,0,1.600000,0,0.100000,0.200000,1.100000,2,2.100000,0,0.600000,0.200000,1.500000,0.500000,0,1.100000,0.800000,4.100000,,0.800000,0.200000,6.200000,0,877
2022/02/06 10:00:00+00,1.500000,22.600000,4.200000,14.400000,47.700000,14.700000,1.100000,1.100000,27.800000,33.500000,24.200000,0.200000,5.300000,2.500000,1.400000,,0.200000,2.700000,0,2.600000,0,0.400000,0.600000,1.400000,2.300000,2.200000,0,1.100000,0.500000,1.700000,0.300000,0,2,1,4.600000,,0.900000,0.500000,7.900000,0,878
2022/02/06 11:00:00+00,1.900000,31,6.300000,13.100000,59.700000,21.100000,1.500000,1.600000,47.700000,59.500000,24.300000,0,6.100000,3.600000,1.800000,,0.300000,3.400000,0,1.300000,0,0.500000,0.900000,1.600000,2.400000,2.400000,0.100000,1.300000,0.600000,2,0.400000,0,1.100000,0.800000,8.500000,,1,0.800000,6,0,879
2022/02/06 12:00:00+00,1.600000,31.100000,6.800000,13.700000,55.700000,21.400000,1.900000,1.100000,47.800000,42.400000,20.700000,0.400000,9,3.500000,2.100000,,0.300000,4.800000,0,1.400000,0,0.700000,0.800000,2.100000,2.800000,2.500000,0.900000,1.400000,0.700000,1.800000,0.500000,0.100000,0.900000,1.400000,10.900000,,1.300000,1,6.300000,0,880
2022/02/06 13:00:00+00,1.700000,29,5.700000,13.200000,51,10.400000,2.100000,1.200000,62.600000,55,14.400000,0.300000,9.400000,3.800000,1.800000,,0.200000,3.700000,0,1.500000,0,0.600000,0.400000,1.800000,2,2.400000,0.400000,1.400000,0.600000,2.200000,0.300000,0.100000,1.100000,1.200000,14.600000,,0.800000,0.500000,4.500000,0,881
2022/02/06 14:00:00+00,1.600000,36.400000,6.300000,10.800000,43.600000,10.500000,1.500000,1.100000,80.300000,66.900000,15.200000,0,17.500000,3.900000,1.400000,,0.200000,5.300000,0,1.300000,0,0.400000,0.600000,1.600000,1.800000,2.300000,0.800000,1.200000,0.200000,2.100000,0.500000,0.100000,1.400000,0.700000,18.900000,,1.500000,0.500000,6,0,882
2022/02/06 15:00:00+00,2.100000,33.500000,5.600000,16.200000,40,11,1.400000,1.100000,71,67.800000,15,0,7.600000,5,1.800000,,0.300000,5.200000,0,1.200000,0,0.300000,1,1.600000,1.900000,2.600000,0.100000,1.600000,0.700000,1.900000,0.300000,0.100000,1.600000,1.100000,40.300000,,1.900000,0.500000,4.800000,0,883
2022/02/06 16:00:00+00,1.600000,33.200000,4.400000,18.800000,39.800000,8.600000,2.500000,0.600000,75.800000,77.900000,17,0.100000,15.600000,4.100000,1.200000,,0.200000,5.500000,0,1.100000,0,0.200000,0.300000,1.900000,1.700000,2.100000,0,1.200000,0,1.700000,0.200000,0.100000,2.800000,1.100000,48.500000,,1,0.500000,4,0,884
2022/02/06 17:00:00+00,1.100000,37.900000,6.400000,14.200000,53.600000,8.100000,1.700000,0.600000,69.700000,59.200000,15.600000,0,13.800000,5.600000,1.300000,,0.100000,7.900000,0,1.100000,0,0.200000,0.300000,2,1.900000,2.300000,0.200000,1.600000,1,1.600000,0.200000,0.300000,2.100000,1.200000,51.800000,,0.800000,0.100000,3.300000,0,885
2022/02/06 18:00:00+00,1.600000,35.700000,8.400000,16.500000,62.200000,4,1.100000,0.200000,86.600000,84.200000,20.200000,0.100000,5.600000,7.200000,0.900000,,0.100000,7.100000,0,1.100000,0,0.100000,0.600000,1.400000,1.800000,2,0.200000,1.500000,0.300000,1.800000,0.300000,0.100000,1.100000,0.500000,58,,0.900000,0.200000,4,0,886
2022/02/06 19:00:00+00,1.600000,40.800000,10.900000,17.400000,49.500000,7.900000,1,1.100000,116.200000,94.700000,22.800000,0,11.100000,9.900000,1.100000,,0,12.800000,0.100000,1.100000,0,0.300000,1.400000,2.100000,2,2.400000,0.400000,1.800000,0,2,0.300000,0,1.100000,0.600000,64.600000,,0.700000,0.700000,3.400000,0,887
2022/02/06 20:00:00+00,1.400000,31.700000,6.700000,8.700000,31.300000,7,0.700000,0.700000,79.800000,77.100000,28.900000,0.100000,12.600000,7.400000,1.200000,,0.100000,7.900000,0.200000,1.100000,0,0.100000,0.500000,1.300000,1.900000,2.600000,0,2.200000,0.300000,1.600000,0.500000,0,0.800000,0.800000,37.200000,,0.500000,0.300000,3.300000,0,888
2022/02/06 21:00:00+00,1.200000,20.100000,2.200000,5.700000,16.900000,1.800000,0.200000,0.600000,36.800000,55,16,0,4.400000,4.600000,0.700000,,0.100000,4.100000,0,1.400000,0,0.100000,0,1,1.600000,1.700000,0.400000,1.900000,0,1.700000,0.300000,0,0.600000,0.600000,6.100000,,0.600000,0,3.400000,0.600000,889
2022/02/06 22:00:00+00,0.800000,13.400000,1.600000,5.300000,10.900000,1.600000,0,0.100000,23,34.100000,18.200000,0.200000,3.900000,4.800000,0.500000,,0.200000,3.900000,0,0.900000,0,0.100000,0,0.900000,1.300000,1.700000,0.100000,1.500000,0,1.700000,0.500000,0,0.700000,0.700000,3.700000,,0.500000,0,2.900000,1.600000,890
2022/02/06 23:00:00+00,0.900000,11.800000,1.900000,6.300000,14.500000,0.900000,0.100000,0,25.400000,50.400000,15.400000,0,2.700000,5.800000,0.500000,,0,14.300000,0,1.100000,0,0.100000,0.100000,1,1.300000,1.900000,0.100000,1.900000,0,1.500000,0.400000,0,0.500000,0.300000,3.600000,,0.600000,0,5.300000,1.900000,891
2022/02/07 00:00:00+00,0.900000,11.600000,1.300000,5.600000,8.900000,0.700000,0.600000,0,23.800000,43.400000,17.700000,0,2.300000,5,0.400000,,0.200000,59.200000,0,0.600000,0,0,0.300000,1.100000,1.300000,2.100000,0,1.100000,0.100000,1.500000,0.400000,0.500000,0.400000,0.200000,2.700000,,0.600000,0.200000,3.700000,2.800000,892
2022/02/07 01:00:00+00,0.800000,12.400000,0.800000,3.900000,6.600000,0.600000,0.100000,0,13,18.800000,11.400000,0,1.700000,2.900000,0.300000,,0.100000,13.700000,0,0.800000,0,0,0,1.300000,1.300000,1.700000,0,1,0.100000,1.100000,0.400000,1.100000,0.600000,0.100000,1.100000,,0.500000,0,3.200000,2,893
2022/02/07 02:00:00+00,0.700000,11,1.200000,4,6.500000,0.800000,0,0,14.600000,12.400000,11,0,0.800000,1.800000,0.500000,,0.100000,6.800000,0,0.700000,0,0.100000,0,0.900000,1.200000,1.400000,0,0.500000,0,0.800000,0.200000,0.600000,0.400000,0.100000,0.100000,,0.600000,0,2.600000,0.100000,894
