,PA01H:NO,RN6:NO,SOULT:NO,OPERA:NO,RN20:NO,BP_EST:NO,ARG:NO,AUB:NO,AUT:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,PA15L:NO,OBJECTID
2023/01/27 20:00:00+00,1.900000,35.400000,9.100000,35.200000,61.700000,54.800000,0.600000,0,55.100000,58.600000,36,0.500000,21,44.300000,3.400000,4.100000,,3.200000,1.700000,2.800000,0.200000,2.300000,9.300000,1.900000,3.100000,4.300000,12,3.400000,1.600000,7.700000,0.100000,0.200000,1.400000,1.600000,4.400000,0.900000,3.300000,4.300000,16.500000,1.500000,648
2023/01/27 21:00:00+00,1.700000,34.500000,4.900000,24.400000,62,54.600000,0.600000,0,62.500000,40.700000,30.100000,1.400000,14.100000,34.300000,2.900000,7,,2.300000,1.500000,2.200000,0,1.800000,5.200000,1.500000,3.400000,3.900000,4.500000,3.300000,0.900000,6.600000,0,0.200000,1.300000,1.400000,3.200000,0.800000,2.500000,3.900000,9.500000,1.300000,649
2023/01/27 22:00:00+00,1.800000,28,4,35.800000,31.400000,40.100000,0.400000,0,34.400000,31.600000,30.400000,0.800000,10.600000,28.400000,2.600000,6.500000,,2.100000,1.300000,1.800000,0,1.400000,3.500000,1.500000,2.100000,2.800000,5.300000,3.700000,0.600000,6.200000,0,0.300000,0.800000,1,3.700000,0.600000,2.200000,2.700000,7.800000,0.900000,650
2023/01/27 23:00:00+00,1.600000,20.600000,3.400000,19.900000,27.100000,43.100000,0,0,41.100000,26.200000,37.500000,0.800000,11.800000,29.900000,1.700000,6.900000,,2.200000,1,1.700000,0,1.200000,3.400000,1.300000,1.900000,2.600000,12,3.100000,1.100000,5.800000,0,0.100000,1.100000,1.100000,4.800000,0.100000,2.200000,2.400000,9.300000,1.100000,651
2023/01/28 00:00:00+00,1.600000,19.200000,3.200000,19.200000,20,40.500000,0.200000,,33.200000,26.300000,31.600000,0.500000,14.900000,26.500000,1.400000,4.400000,,2.400000,1,1.600000,0,1.400000,2.700000,1.100000,1.200000,2.600000,8.400000,2.700000,1.100000,4.300000,0,0.100000,0.900000,1,2.700000,0.400000,1.700000,1.400000,12.100000,1,652
2023/01/28 01:00:00+00,1.600000,13.600000,2.200000,16.500000,13.300000,30.900000,0,,27.900000,19.600000,17.200000,0.200000,6.700000,17.100000,2.600000,3.700000,,1.700000,1,1.200000,0,0.800000,1.400000,1.100000,1.200000,2.800000,5.400000,2.400000,0.600000,3.500000,0,0.300000,0.600000,0.600000,3,0.200000,1.600000,1.100000,5.100000,0.800000,653
2023/01/28 02:00:00+00,1.400000,6.600000,1.400000,15.300000,12.800000,20.400000,0,,19.200000,15.100000,20,0.100000,6,16.100000,1.900000,0.700000,,1.100000,1,0.900000,0,0.800000,1.100000,0.900000,1.200000,2.400000,4,2,1,3.400000,0,0.200000,0.400000,0.700000,2.200000,0.200000,1.100000,0.500000,5.600000,0.600000,654
2023/01/28 03:00:00+00,0.900000,6,1.100000,7,25.300000,23.700000,0,,22.200000,10.900000,15.200000,0,7,9.700000,0.700000,0.100000,,1,0.700000,0.800000,0,0.700000,0.900000,0.700000,1.100000,2.200000,3.200000,2.300000,1.100000,3,0,0.300000,0.100000,0.800000,1.800000,0.100000,1.200000,0.300000,3.400000,0.500000,655
2023/01/28 04:00:00+00,1.100000,5.100000,0.900000,5,36,30.400000,0,,21.700000,13,15.200000,0.100000,6.100000,8.700000,1.300000,0.100000,,1.500000,0.900000,0.600000,0,0.600000,0.900000,1,1.100000,2.100000,2.800000,2.400000,0.300000,2.500000,0,0.100000,0.400000,0.500000,0.900000,0.300000,1.100000,0.900000,1.800000,0.500000,656
2023/01/28 05:00:00+00,1,9.200000,1.300000,6.400000,30.200000,36.100000,0,,40,24.600000,29,0,10.400000,17.200000,0.600000,0.100000,,1.500000,0.900000,0.800000,0,0.600000,1.400000,1.100000,1.100000,2.200000,2.300000,2.100000,1.100000,3.200000,0,0.100000,0.500000,0.400000,0.700000,0.400000,0.800000,0.800000,3.600000,0.700000,657
2023/01/28 06:00:00+00,1.200000,10.500000,2.900000,10.800000,46.400000,33.500000,0.200000,,56.200000,33.600000,36.500000,0.100000,5.400000,18.400000,0.900000,0.600000,,2,0.900000,1.200000,0,0.800000,1.300000,1.100000,1.100000,2.900000,2.600000,2.500000,0.800000,5.400000,0,0.100000,0.400000,0.600000,1.600000,1.400000,1.100000,1.400000,4.900000,0.800000,658
2023/01/28 07:00:00+00,1.500000,27.100000,3.300000,23.600000,49.400000,42.900000,0.100000,,40.900000,46.400000,30.400000,0.200000,15.100000,20.600000,1.100000,1.300000,,3.400000,1.200000,1.400000,0,1.200000,3.400000,1.300000,1.700000,3.100000,3.600000,3,0.600000,4.900000,0,0.300000,7.100000,1,6.700000,2.200000,1.700000,1.900000,14.500000,1,659
2023/01/28 08:00:00+00,1.400000,48.400000,4.900000,38,61.200000,45.100000,1,,73.800000,51.200000,39.500000,0.600000,18.800000,29.200000,1.600000,1.800000,,1.800000,1.700000,2,9.500000,2,6.100000,1.400000,1.700000,3.400000,7.600000,2.900000,1.300000,5,0,0.300000,7.400000,1.800000,5.700000,2.100000,2.600000,2.300000,29.300000,1.100000,660
2023/01/28 09:00:00+00,2.400000,49.300000,7,28.100000,47.300000,61.700000,0.800000,,71.100000,40.800000,36.800000,1.900000,25.800000,37.900000,2.200000,4.300000,,2.900000,2.300000,2.800000,0.100000,2.200000,5.800000,1.900000,2.800000,4.400000,7.700000,4,1.500000,6.400000,0.300000,0.100000,1.500000,2,4.400000,1.200000,5.300000,4.200000,13.700000,2.300000,661
2023/01/28 10:00:00+00,2.200000,54.400000,7.800000,33.700000,72.300000,67.500000,0.800000,,62.400000,42.800000,39.600000,1.900000,14,36.900000,2.600000,5.300000,,2.400000,2.700000,2.800000,0,2.900000,8.300000,2.300000,4.300000,3.900000,5.900000,4.700000,1.200000,8,0.500000,0.300000,1.900000,2.300000,5.500000,0.900000,5.800000,4.300000,14.800000,1.900000,662
2023/01/28 11:00:00+00,1.900000,39.200000,5.900000,32,82.500000,61.300000,0.500000,,61.700000,40.200000,41.400000,1.300000,34.700000,38.400000,2.700000,4.800000,,2.100000,2.500000,2.400000,0,2.900000,8.700000,2.500000,4.800000,3.400000,4.500000,4.600000,1,4.400000,0.700000,0.300000,2,2.200000,5.300000,1.100000,5.300000,3.100000,23.600000,1.600000,663
2023/01/28 12:00:00+00,2.200000,42.100000,6.800000,28.200000,76.500000,50.400000,0.800000,,72.400000,39.500000,34.400000,1.400000,13.100000,34.400000,4,3.800000,,2.100000,3,2.800000,0.200000,2.900000,13.500000,2.300000,3.800000,3.500000,5.700000,3.700000,1.600000,4.900000,0.400000,0.300000,2.100000,2.500000,4.300000,0.700000,3.700000,3.800000,17.800000,1.600000,664
2023/01/28 13:00:00+00,2.700000,32.100000,10.800000,30.500000,99.900000,56.300000,0.900000,,70.800000,45.400000,36.300000,1.700000,12.800000,32.600000,3.400000,2.700000,,4.300000,2.800000,3.800000,0.200000,1.900000,9.400000,1.800000,2.400000,4.200000,5.700000,5.100000,2.500000,6.500000,0.200000,0.300000,2.300000,1.900000,4.300000,2.200000,2.600000,4.500000,13.400000,2.400000,665
2023/01/28 14:00:00+00,1.800000,39,7.900000,28.800000,122.700000,49.800000,0.600000,,63,44.800000,30.300000,1.100000,11.900000,32.700000,2.300000,4.600000,,3.200000,2.500000,3.300000,0.100000,1.700000,9.600000,1.900000,3.700000,3.400000,5.700000,3.600000,1.900000,6.200000,0.200000,0.400000,1.900000,1.800000,4.300000,1.500000,4.600000,4.100000,11.900000,2,666
2023/01/28 15:00:00+00,1.800000,41,7.900000,28.400000,87.100000,65.200000,0.900000,,56.500000,43,32.100000,1.500000,34.400000,40.500000,2.100000,3.800000,,2.200000,2,3.100000,0.600000,1.400000,10.300000,1.600000,3.200000,2.900000,5.700000,3.900000,1.500000,8.700000,0.100000,0.200000,2,2.100000,9.400000,1.900000,4.300000,3.700000,29,1.900000,667
2023/01/28 16:00:00+00,1.400000,30.500000,12.200000,38.500000,59,85.100000,1.400000,,92.900000,61.500000,31.800000,1.100000,32.700000,32.900000,2,3.300000,,2.900000,1.700000,3.200000,0.300000,1.700000,10.200000,1,3.600000,3.200000,4.300000,3.100000,1.700000,7.200000,0,0.300000,2.200000,1.600000,19.600000,1.400000,4.300000,2.700000,30.900000,1.200000,668
2023/01/28 17:00:00+00,1.200000,50.600000,6.800000,41.400000,75.800000,84.600000,0.600000,,63.200000,59.900000,38.900000,0.200000,39.200000,36.700000,1.700000,2.400000,,4,1.400000,3.200000,0,2.100000,9.300000,1.200000,5.200000,3.300000,7.100000,2.200000,0.700000,6.700000,0.100000,0.100000,3.300000,2.600000,13.300000,0.900000,4.100000,3.400000,34.200000,1,669
2023/01/28 18:00:00+00,1.100000,21.800000,8.300000,36.800000,78.200000,76.500000,0.700000,,58.400000,72.200000,38.600000,0.100000,23.200000,49.400000,1.100000,3.600000,,1.900000,1.200000,3.600000,1.900000,2.200000,20.500000,0.800000,2.900000,2.900000,1.300000,2.800000,1,5.100000,0.100000,0.100000,3.100000,2,26.100000,3.200000,5.500000,1.700000,49.600000,1,670
2023/01/28 19:00:00+00,1.400000,55.700000,8.400000,48.100000,110.100000,72.500000,0.400000,,58.800000,56.200000,48.900000,0.600000,71.200000,70.200000,1.400000,2.700000,,2,1.500000,3.500000,0.600000,1.800000,16.800000,1.300000,1.400000,3.400000,4.700000,3.700000,1.100000,8.500000,0.200000,0.100000,2.200000,2.600000,7.600000,2.100000,5.400000,3.200000,16.400000,1.300000,671
2023/01/28 20:00:00+00,1.300000,31.600000,7.500000,32,58.500000,49.400000,0.300000,,60.100000,51.500000,39.300000,0.100000,14,33.400000,1.100000,1.800000,,1.500000,1.100000,2.500000,0.100000,1.700000,19.700000,1.200000,1.500000,3.100000,4.600000,2.400000,0.900000,5.100000,0,0.100000,1.900000,2.400000,10.300000,1.500000,5.400000,2.400000,15.700000,1.100000,672
2023/01/28 21:00:00+00,1.300000,28.100000,3.600000,23.500000,54,51.400000,0.400000,,56.800000,46.600000,25.500000,0.300000,25.300000,27.500000,1.300000,1.500000,,0.800000,1.200000,2,0.100000,1.800000,7.900000,1.100000,1.500000,2.700000,2.300000,2.700000,1,4.500000,0,0.400000,2,1.200000,3.400000,0.300000,1.900000,1.200000,16.300000,0.600000,673
2023/01/28 22:00:00+00,0.800000,17.800000,1.600000,29.200000,27.700000,63.600000,0.300000,,69.500000,46.800000,27,0,16.300000,34.500000,0.800000,0.800000,,2.300000,1,2.100000,0.700000,1.100000,6.400000,1.100000,1.500000,3,0.600000,2.200000,0.500000,3,0,0.100000,1.100000,1.500000,12.500000,0.300000,2.500000,0.700000,42.800000,0.500000,674
2023/01/28 23:00:00+00,1,21.100000,1.900000,25.900000,23.200000,77,0.800000,,59.300000,63.400000,27.300000,0.100000,11.800000,23,1,0.600000,,1.400000,1.100000,2.100000,0.900000,1.600000,15.500000,1.500000,2.600000,3.100000,0.300000,1.600000,0.800000,4.200000,0,0.200000,0.900000,1.600000,14.300000,0.300000,2.600000,0.500000,37.300000,0.400000,675
2023/01/29 00:00:00+00,0.800000,16.100000,1.900000,30,18.400000,79.500000,4.400000,,50.700000,62.500000,27,0,23.300000,30,0.300000,1.500000,,5.500000,0.800000,5,9.500000,0.800000,9.200000,1,3.400000,3.100000,0.100000,2.100000,0.700000,2.500000,0,0.500000,1.400000,2.600000,11.900000,0.300000,1.700000,0.500000,45.600000,0.500000,676
2023/01/29 01:00:00+00,0.800000,20.200000,12.100000,26.600000,58.100000,57.500000,0.800000,,30.100000,68.800000,29.900000,0.200000,20.900000,25.900000,5.700000,1.100000,,9.700000,0.900000,29.200000,2.500000,0.700000,13.500000,1.700000,1,3.500000,0.200000,0.900000,0.400000,3.900000,0,0.400000,2.200000,6.600000,13.100000,0.100000,8.100000,1.900000,26.700000,0.600000,677
2023/01/29 02:00:00+00,1.500000,27,7.800000,23.500000,78.200000,35.100000,9.200000,,41.300000,35,31.100000,3,11.200000,28.100000,16.600000,5.800000,,4.900000,0.700000,45.700000,4.300000,2.100000,13.300000,1,1.700000,5.300000,2.100000,2,0.300000,9.600000,0,4.300000,9.200000,7.900000,4.200000,1.400000,18.700000,3.500000,10.500000,1,678
2023/01/29 03:00:00+00,1.400000,21.800000,13,13.100000,55.800000,58.900000,7.100000,,116.100000,17.100000,36.700000,8.400000,9.200000,18.900000,21.900000,2.800000,,11.100000,2.500000,15,0.500000,1.300000,8.800000,1.100000,3.600000,7.200000,3.100000,2.100000,0.900000,10.800000,0,11.800000,12.100000,3.200000,8.100000,1.200000,27,2.800000,20.600000,3.600000,679
2023/01/29 04:00:00+00,1.600000,23.400000,9.700000,15.400000,64.200000,90.700000,9.500000,,95.400000,23.400000,32.100000,18,5.800000,15,26.900000,1.300000,,11.300000,8.400000,7.300000,2.400000,2.700000,5.200000,1.200000,3.400000,6.400000,6,2.100000,0.600000,15.400000,0.100000,13,7.800000,4,7,1.400000,24.700000,8.100000,46.100000,3.300000,680
2023/01/29 05:00:00+00,2.300000,25.800000,15.500000,15.700000,62.700000,124.400000,12.600000,,94.700000,37.200000,40.600000,31.400000,5.600000,18.800000,33.200000,0.900000,,20.500000,10,15.100000,0.100000,6.400000,7.200000,1.600000,10.100000,7.900000,3.800000,3.200000,1,20.900000,0,10.200000,14.300000,4.400000,10,1.300000,18.600000,16.500000,52.900000,2,681
2023/01/29 06:00:00+00,12.800000,23.800000,39.500000,15.200000,106.200000,128,27.400000,,141.800000,29.800000,50.800000,21.400000,4.400000,21.400000,43.900000,1.800000,,8.600000,14.300000,27.300000,3.800000,15.100000,13.500000,4.400000,15.800000,8.800000,4.600000,8.300000,3.400000,14,0,7.200000,14.800000,12.300000,11.800000,7.100000,38.800000,25.600000,67.700000,2.500000,682
2023/01/29 07:00:00+00,4.900000,21,52.400000,18.400000,108,142.300000,20.300000,,125.300000,46.800000,60.800000,38.600000,8.400000,23.300000,49.300000,3.400000,,19.400000,23.200000,39.300000,6.700000,27.900000,15,11.400000,24.100000,22.200000,10.300000,16.400000,3.100000,15.600000,0,15.900000,17.600000,23.300000,15.400000,3.200000,28.300000,40.100000,79.100000,4.700000,683
2023/01/29 08:00:00+00,5.700000,27.300000,38,30,164.200000,102.300000,34.100000,,154.200000,76.800000,70.800000,41.900000,19,57.700000,73.600000,4.200000,,18.600000,66.500000,26.500000,34.200000,83.500000,26.200000,16.900000,40.400000,32.600000,18.300000,47.200000,35,36.200000,0.100000,8.300000,29.700000,29.100000,22.100000,11.700000,35.800000,50.500000,64.700000,7,684
2023/01/29 09:00:00+00,36.600000,44.500000,62.700000,51.200000,171.800000,114.200000,50.400000,,142.700000,100.100000,104,55.900000,64.900000,57.900000,50.700000,7.600000,,39,29.900000,31.600000,42.100000,69.300000,40.300000,12.900000,54.800000,19.600000,21.100000,56.700000,61.300000,43.500000,0.500000,1.500000,35.100000,33.200000,39,31.800000,45.700000,69.600000,94.200000,10.400000,685
2023/01/29 10:00:00+00,32,41.400000,48.800000,47.200000,157.900000,102.400000,23,,82.800000,98.100000,81.200000,47.600000,49.100000,59.500000,19.500000,4.800000,,33.700000,28.100000,25.900000,48.900000,28.100000,27.600000,13.900000,38.300000,7.600000,15.300000,46.600000,55.500000,54.400000,2.400000,2.500000,22.900000,18.500000,49.900000,15.400000,34,27.800000,90.400000,10.600000,686
2023/01/29 11:00:00+00,23.900000,38,45.200000,38.800000,158.900000,115.800000,17.900000,,60.100000,116,59,44.800000,49.700000,40.900000,21.100000,6.600000,,24.400000,12.500000,15.900000,42.700000,15.300000,32.600000,9.300000,27.300000,8.300000,10.600000,40.800000,23.200000,45.500000,1.900000,1.600000,25.700000,23.700000,39.300000,8.900000,36.500000,22.400000,95.800000,7.200000,687
2023/01/29 12:00:00+00,7,42.300000,36.400000,26.700000,105.300000,143.300000,13.300000,,43.700000,90.100000,49.900000,32.800000,22.400000,40.200000,20.900000,6.300000,,13,8.400000,12.600000,15,7.200000,33.800000,4.400000,12.900000,8.100000,7.600000,26.300000,18.400000,17,1.800000,4.200000,14.200000,33,15.600000,5.100000,30.500000,13.400000,38.600000,5.100000,688
2023/01/29 13:00:00+00,1.900000,36.100000,23.300000,32.100000,67.400000,19.600000,8,,62.400000,70.600000,35,5.800000,14.100000,23.800000,19.500000,2.200000,,14.600000,7.800000,6.200000,2,11.400000,18.400000,3.500000,9.400000,3.500000,3.700000,6.700000,3,5.700000,0.900000,2.600000,5.100000,15.600000,5.700000,2.100000,9,4.600000,17.600000,2.200000,689
2023/01/29 14:00:00+00,2.300000,34.600000,11,22.100000,78.100000,30.500000,2.700000,,68.700000,54.800000,31.500000,0.900000,18,18.600000,3.800000,1.200000,,13.300000,4.200000,3,0.100000,5.800000,4.100000,4.200000,4.500000,3.300000,2.100000,6,1.800000,3.100000,0.800000,0.500000,2.400000,4.500000,22.600000,0.500000,3,2.500000,26.400000,1.100000,690
2023/01/29 15:00:00+00,2.500000,37.700000,25.500000,32.600000,104.700000,53.900000,3.600000,,64.200000,60,34.800000,1.200000,41.800000,19.600000,3.200000,1.400000,,12.500000,2.900000,2.300000,0.700000,2.400000,6.400000,4.500000,2.800000,3.300000,1.900000,4.600000,2.600000,3.900000,0.700000,0.500000,2.400000,2.500000,38.800000,0.700000,2.300000,2.200000,18.900000,1,691
2023/01/29 16:00:00+00,1.400000,31.100000,26.700000,35.700000,101.500000,31.100000,2.200000,,67.500000,57.800000,32.700000,0,43.200000,21.600000,3,1.100000,,13.800000,2.200000,1.600000,0.100000,1.200000,8.400000,3.300000,2,3.400000,1.900000,3.300000,0.800000,3.500000,0.500000,0.100000,1.800000,2.100000,55.600000,0.200000,1.900000,1.700000,23.300000,0.700000,692
2023/01/29 17:00:00+00,1.300000,37.600000,44.700000,47,177.500000,27,3.100000,,96.500000,85.200000,35.800000,0.100000,15,26.200000,4.100000,0.500000,,16.800000,1.800000,1.200000,0,0.700000,5.700000,2.100000,2.200000,3.100000,2.200000,3.500000,1.100000,4.400000,0.300000,0,1.700000,3.500000,37,0.300000,1.500000,1.900000,11.800000,0.700000,693
2023/01/29 18:00:00+00,1.600000,65.500000,35.800000,35.200000,168.700000,23.200000,5.300000,,96.200000,72.600000,40.100000,0,23.700000,20.900000,5.100000,1,,17.900000,1.600000,1.200000,0,0.900000,4.800000,3.600000,3.500000,3.300000,1.200000,4.800000,1.100000,4.400000,0.300000,0.100000,2,3.900000,76.300000,1.200000,2.200000,3.200000,7.500000,0.500000,694
2023/01/29 19:00:00+00,1.400000,65.400000,43.700000,35.500000,153.700000,48.300000,3.200000,,99,62.100000,28.500000,0,28.200000,16.500000,6.600000,1,,15.700000,2.100000,0.900000,0,1.400000,8.200000,3.400000,3.900000,3.500000,1.300000,4.400000,1.600000,3.200000,0.500000,0.100000,1,3.800000,59.500000,0.400000,1.200000,2.300000,6.100000,0.700000,695
2023/01/29 20:00:00+00,1.800000,53.500000,13.500000,26.900000,104.600000,38.200000,3.200000,,77.200000,45.300000,33.800000,0,27.900000,16.800000,5.300000,0.700000,,11,2,1.300000,0,1.100000,4.300000,2.100000,2.900000,3.800000,1.800000,3,1.800000,2.900000,0.300000,0.100000,0.700000,1.800000,23.500000,0.300000,0.800000,2.200000,11.800000,0.400000,696
2023/01/29 21:00:00+00,1.700000,27,5,15.800000,72.800000,30.500000,1.600000,,55.100000,49.400000,46.700000,0,28.800000,10,3.200000,0.800000,,5.800000,1.300000,1.300000,0.100000,0.800000,4.300000,1.900000,2.300000,3.800000,1.700000,2.800000,1.200000,3.200000,0.200000,0,0.900000,2.100000,11.500000,0.200000,0.800000,0.800000,17.400000,0.500000,697
2023/01/29 22:00:00+00,1.300000,21.900000,4.700000,13.600000,41.200000,21.500000,1.200000,,56.600000,24.600000,26.900000,0,8.400000,7.500000,2.300000,0.300000,,4.900000,1.500000,1.200000,0,0.500000,2.300000,1.700000,1.800000,3.300000,0.900000,2.300000,1.200000,2.800000,0.100000,0.100000,0.800000,2.700000,10.400000,0.100000,0.900000,1.200000,7.700000,0.600000,698
2023/01/29 23:00:00+00,1.200000,13.800000,4.700000,13.900000,26,21.400000,0.200000,,56.500000,27.200000,20.100000,0,10.600000,6.600000,1.600000,0.200000,,5.400000,0.900000,0.900000,0,0.400000,3.500000,1.100000,1.600000,2.600000,0.500000,3,1,2.800000,0.100000,0.100000,0.700000,2.300000,10.400000,0.100000,0.800000,1.300000,4.500000,0.400000,699
2023/01/30 00:00:00+00,1.300000,7.900000,3,9.200000,15.500000,23.900000,0,,33.100000,27.400000,14.800000,0,23.400000,4.600000,1.400000,0,,5,1.100000,2.100000,0,0.300000,1.800000,1.200000,1.200000,2.400000,0.500000,2.100000,0.600000,2.100000,0.100000,0,0.500000,1.500000,10.800000,0,0.900000,0.600000,3.500000,0.300000,700
2023/01/30 01:00:00+00,1.300000,5.400000,2.300000,8,9.800000,27.100000,0.200000,,14.800000,17.800000,11.200000,0,19.500000,3.700000,1.100000,0,,4.800000,0.700000,1.700000,0,0.400000,1.800000,1,1.500000,3,0.100000,1.800000,0.900000,2.300000,0.100000,0,0.800000,1.400000,8.300000,0,0.700000,0.700000,4.100000,0.200000,701
2023/01/30 02:00:00+00,1,7,1.600000,4.400000,9.200000,29.600000,0.300000,,9.600000,7.600000,9.900000,0,11.900000,3,0.900000,0,,2.600000,0.900000,1.500000,0,0.400000,1.500000,0.800000,1.300000,2.700000,0.100000,2,0.400000,2.100000,0.100000,0,0.700000,1.300000,5.500000,0,0.700000,0.300000,1.600000,0.400000,702
2023/01/30 03:00:00+00,1.400000,4.600000,2.300000,2.700000,13.700000,30.400000,0,,8.400000,10,4.500000,0,8.300000,1.800000,0.700000,0.200000,,2.600000,0.700000,1.600000,0,0.300000,1.100000,1,1.300000,3,0.200000,1.600000,0.800000,2.100000,0.100000,0.100000,0.500000,1.700000,5.400000,0,0.400000,0.300000,0.600000,0.400000,703
2023/01/30 04:00:00+00,1.200000,5.600000,3.300000,5.400000,36.200000,22,1,,26.200000,17.500000,4,0,16.100000,2.100000,1.100000,0,,2.300000,0.800000,3,0,0.300000,1.200000,1,1.500000,2.800000,0.100000,1.800000,1.100000,2.300000,0,0.100000,0.500000,1.800000,5.400000,0,0.500000,0.400000,1.300000,0.200000,704
2023/01/30 05:00:00+00,1.200000,17.700000,59.500000,11.500000,88.400000,40.400000,1.800000,,54.900000,43.900000,23.100000,0,16.800000,6.500000,3.200000,0,,3.600000,1.700000,2.500000,0,0.600000,3.200000,1.100000,1.900000,3.500000,0.200000,1.600000,1.100000,2.300000,0,0.200000,0.400000,2,8,0,1.100000,1.300000,4.900000,0.400000,705
2023/01/30 06:00:00+00,1.600000,37.600000,67.500000,29.300000,165.300000,104.400000,7.500000,,113.800000,86.200000,22.600000,1,26.700000,14.100000,5.800000,1.100000,,13,3.600000,2.900000,0,1.500000,3.100000,2.800000,3.400000,6.700000,0.500000,5.800000,2.500000,4.400000,0,0,1.400000,2.600000,27.700000,0.300000,1.500000,4.200000,23.400000,0.500000,706
