,PA15L:NO,ARG:NO,OPERA:NO,RN20:NO,BP_EST:NO,AUB:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,IVRY:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,RN6:NO,AUT:NO,SOULT:NO,OBJECTID
,Paris stade Lenglen,ARGENTEUIL,Place de l'Opéra,RN20 Montlhéry,Boulevard Périphérique Est,AUBERVILLIERS,Autoroute A1 - Saint-Denis,Place Victor Basch,BOBIGNY,Rue Bonaparte,Quai des Célestins,CHAMPIGNY-SUR-MARNE,LA DEFENSE,Tour Eiffel 3ème étage,Avenue des Champs Elysées,EVRY,GENNEVILLIERS,GONESSE,IVRY-SUR-SEINE,LOGNES,MANTES-LA-JOLIE,MELUN,MONTGERON,NEUILLY-SUR-SEINE,PARIS 7ème,PARIS 12ème,PARIS 13ème,PARIS 18ème,Zone rurale Sud-Est - Forêt de Fontainebleau,Zone rurale Sud-Ouest - Forêt de Rambouillet,SAINT-DENIS,TREMBLAY-EN-FRANCE,Boulevard Haussmann,VERSAILLES,VILLEMOMBLE,VITRY-SUR-SEINE,Route nationale 2 - PANTIN,Route Nationale 6 - MELUN,Boulevard Péripherique Auteuil,Boulevard Soult,0
,PA15L,ARG,OPERA,RN20,BP_EST,AUB,A1,BASCH,BOB,BONAP,CELES,CHAMP,DEF,EIFF3,ELYS,EVRY,GEN,GON,IVRY,LOGNES,MANT,MELUN,MONTG,NEUIL,PA07,PA12,PA13,PA18,RUR-SE,RUR-SO,STDEN,TREMB,HAUS,VERS,VILLEM,VITRY,RN2,RN6,AUT,SOULT,1
,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,2
,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2018/08/05 09:00:00+00,2,1,36,51,22,2,37,,4,13,,1,,3,5,1,1,,,1,3,3,,3,5,5,2,4,0,0,2,2,4,1,3,5,8,25,66,8,5197
2018/08/05 10:00:00+00,2,1,33,54,22,1,38,,4,15,,1,,2,6,1,1,,,1,3,4,,3,4,4,1,2,0,0,2,3,3,1,4,4,9,20,74,7,5198
2018/08/05 11:00:00+00,1,0,34,46,33,1,36,,4,7,,0,,1,3,0,1,,,0,4,4,,2,2,4,1,3,0,0,3,2,3,1,2,3,12,23,65,8,5199
2018/08/05 12:00:00+00,1,0,36,32,21,1,40,,2,11,,0,,1,4,0,0,,,0,1,3,,1,1,3,1,2,0,0,4,1,4,0,2,4,14,17,74,5,5200
2018/08/05 13:00:00+00,0,0,29,33,25,1,36,,2,10,,1,,1,3,0,0,,,0,2,2,,1,1,1,0,2,0,0,5,2,3,0,1,1,13,21,87,5,5201
2018/08/05 14:00:00+00,0,0,32,37,21,1,41,,2,11,,0,,0,4,0,0,,,0,2,0,,1,0,1,0,2,0,0,2,1,3,0,1,1,14,24,90,3,5202
2018/08/05 15:00:00+00,0,0,35,44,28,1,46,,1,10,,0,,0,5,0,0,,,0,3,1,,1,0,1,0,2,0,0,1,1,6,0,1,1,10,22,81,6,5203
2018/08/05 16:00:00+00,0,0,43,38,34,1,39,,1,43,,0,,1,4,0,0,,,0,2,1,,1,1,1,0,2,0,0,1,1,12,0,1,0,13,31,112,3,5204
2018/08/05 17:00:00+00,0,0,45,68,38,0,40,,1,20,,0,,0,3,0,0,,,0,4,0,,0,0,1,0,2,0,0,1,0,8,0,1,0,21,33,114,3,5205
2018/08/05 18:00:00+00,0,0,47,52,46,1,47,,1,12,,0,,1,2,0,0,,,0,3,0,,1,1,3,0,1,0,0,1,1,6,0,1,0,43,22,105,2,5206
2018/08/05 19:00:00+00,0,0,42,57,76,0,45,,0,19,,0,,0,0,0,0,,,0,5,0,,0,1,0,0,0,0,0,0,2,3,1,1,0,22,53,116,2,5207
2018/08/05 20:00:00+00,0,0,30,99,85,1,47,,1,12,,0,,1,1,0,0,,,0,4,0,,0,1,0,0,0,0,0,0,0,1,0,1,0,9,30,93,5,5208
2018/08/05 21:00:00+00,0,0,25,109,71,1,49,,0,6,,0,,0,0,0,0,,,0,3,0,,0,1,0,0,0,0,0,0,0,2,0,0,1,19,24,120,6,5209
2018/08/05 22:00:00+00,0,0,26,97,81,1,59,,0,17,,0,,1,0,0,0,,,0,3,0,,0,0,0,0,0,0,0,0,0,6,0,0,0,25,22,204,5,5210
2018/08/05 23:00:00+00,0,0,22,79,65,1,48,,1,7,,0,,0,0,0,0,,,0,2,0,,0,0,0,0,0,0,0,1,0,4,0,0,0,8,8,211,3,5211
2018/08/06 00:00:00+00,0,0,15,55,47,1,30,,1,10,,0,,0,0,0,0,,,0,2,0,,1,0,0,0,0,0,0,0,0,3,0,0,0,14,5,153,4,5212
2018/08/06 01:00:00+00,0,0,9,27,15,1,14,,0,4,,0,,0,0,0,0,,,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,114,3,5213
2018/08/06 02:00:00+00,0,1,7,39,15,1,21,,0,6,,0,,1,1,0,0,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,73,3,5214
2018/08/06 03:00:00+00,0,7,15,70,,1,43,,0,3,,3,,0,0,0,0,,,0,1,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,3,12,117,4,5215
2018/08/06 04:00:00+00,0,22,14,146,,1,108,,0,3,,1,,0,1,0,4,,,0,1,1,,1,0,0,0,0,0,0,0,1,1,0,1,0,11,47,166,8,5216
2018/08/06 05:00:00+00,0,38,31,255,,2,141,,1,13,,7,,0,1,0,7,,,0,2,1,,2,1,0,0,6,0,2,7,5,23,2,24,7,40,75,291,15,5217
2018/08/06 06:00:00+00,7,36,53,283,,4,149,,8,18,,38,,0,5,3,10,,,2,3,4,,9,19,4,2,19,0,0,15,13,34,11,30,9,40,104,285,51,5218
2018/08/06 07:00:00+00,22,20,85,214,,11,177,,17,48,,29,,0,33,9,23,,,5,7,9,,17,34,14,12,36,2,0,8,28,45,11,31,20,39,123,148,41,5219
2018/08/06 08:00:00+00,35,11,110,160,,15,117,,19,84,,15,,1,35,7,33,,,4,6,10,,17,31,23,18,36,0,0,10,35,62,19,31,15,38,113,145,23,5220
2018/08/06 09:00:00+00,28,6,87,97,,25,216,,16,75,,18,,2,46,10,18,,,4,4,13,,22,18,40,19,39,0,0,18,39,44,11,25,21,37,85,128,45,5221
2018/08/06 10:00:00+00,6,3,89,101,,15,157,,16,47,,17,,1,36,6,5,,,4,5,6,,11,5,13,7,,0,0,,13,28,2,13,7,50,32,82,23,5222
2018/08/06 11:00:00+00,1,1,56,70,,3,130,,6,21,42,5,,1,14,1,1,,,3,2,4,,1,2,3,1,3,0,0,3,4,,0,4,2,12,32,56,7,5223
2018/08/06 12:00:00+00,0,1,44,66,,2,107,,2,20,36,1,,1,18,1,0,,,3,2,4,,1,0,1,0,3,0,0,1,2,16,0,2,0,21,36,65,6,5224
2018/08/06 13:00:00+00,0,0,47,68,,2,98,,1,17,39,0,,1,29,1,0,,,1,1,3,2,0,0,2,0,2,0,0,1,1,22,0,1,0,16,38,66,6,5225
2018/08/06 14:00:00+00,0,1,49,81,,1,113,,1,21,30,0,,0,13,1,0,,,1,1,2,2,0,0,1,0,2,0,0,1,1,10,0,0,0,13,46,78,4,5226
2018/08/06 15:00:00+00,0,1,47,91,,1,115,,1,27,39,0,,0,18,0,0,,,0,2,2,1,0,0,1,0,2,0,0,1,1,18,0,1,0,21,43,85,5,5227
2018/08/06 16:00:00+00,0,1,50,85,,1,76,,0,23,33,0,,0,19,1,0,,,0,6,1,1,0,0,1,0,1,0,0,1,1,22,1,0,0,,71,66,8,5228
2018/08/06 17:00:00+00,0,0,63,80,,1,81,,1,19,48,0,,0,22,1,0,,,0,2,1,0,0,0,1,0,1,0,0,0,0,29,1,0,0,,41,75,7,5229
2018/08/06 18:00:00+00,0,1,47,89,,0,55,,1,36,72,0,,0,15,0,0,,,0,5,2,1,0,1,2,0,1,0,0,0,0,42,2,0,0,,27,90,8,5230
2018/08/06 19:00:00+00,0,0,46,100,,0,48,,0,47,70,0,,0,4,0,0,,,0,4,2,3,0,2,0,0,1,0,0,0,0,23,2,0,0,,11,64,3,5231
2018/08/06 20:00:00+00,0,0,34,105,,1,62,,0,59,79,4,,0,1,0,0,,,0,2,0,0,0,0,0,0,2,0,0,1,0,36,0,0,0,,33,120,8,5232
2018/08/06 21:00:00+00,0,0,32,91,,1,63,,7,37,69,1,,0,4,0,0,,,0,1,0,1,0,1,0,0,2,0,0,0,0,9,0,0,0,,35,268,31,5233
2018/08/06 22:00:00+00,0,0,18,91,,0,38,,0,8,24,0,,0,1,0,0,,,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,22,27,79,5,5234
2018/08/06 23:00:00+00,0,0,17,41,,0,25,,0,17,26,0,,0,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,29,12,65,3,5235
2018/08/07 00:00:00+00,0,0,10,10,,0,30,,0,11,59,0,,0,2,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,16,5,72,3,5236
2018/08/07 01:00:00+00,0,0,7,40,,0,17,,0,4,18,0,,0,0,0,0,,,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,11,9,114,5,5237
2018/08/07 02:00:00+00,0,2,4,56,,1,20,,0,8,6,0,,0,7,0,0,,,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,7,6,97,5,5238
2018/08/07 03:00:00+00,0,1,5,102,,1,34,,0,24,9,11,,0,5,0,0,,,0,1,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,7,18,103,5,5239
2018/08/07 04:00:00+00,0,0,12,187,,2,59,,0,7,30,33,,0,2,0,0,,,0,1,0,1,1,0,0,0,4,0,0,1,1,13,0,0,3,30,35,234,13,5240
2018/08/07 05:00:00+00,0,5,54,272,,3,145,,11,22,60,16,,0,20,0,5,,,6,2,1,6,16,31,2,1,24,0,0,6,5,34,0,43,8,39,62,422,21,5241
2018/08/07 06:00:00+00,8,5,65,341,,27,220,,66,24,93,11,,0,11,3,53,,,2,9,2,6,24,10,5,2,6,0,0,47,20,62,1,10,7,111,215,230,52,5242
2018/08/07 07:00:00+00,10,25,110,142,,9,216,,15,26,127,6,,0,18,13,84,,,1,12,7,8,6,6,10,7,4,0,0,65,16,135,1,23,5,75,244,70,13,5243
2018/08/07 08:00:00+00,6,37,114,122,,6,143,,10,49,66,4,,1,30,8,13,,,1,11,4,4,7,3,10,6,4,0,0,33,14,129,1,22,4,68,67,92,10,5244
2018/08/07 09:00:00+00,4,4,88,122,,4,101,,7,36,59,0,,3,29,7,8,,,2,7,3,4,6,9,8,4,6,0,0,10,6,99,2,7,3,46,84,86,10,5245
2018/08/07 10:00:00+00,3,3,82,101,,,131,,2,44,51,0,,4,17,2,5,,,0,5,3,3,4,2,3,2,5,0,0,2,1,80,1,2,1,69,66,87,5,5246
2018/08/07 11:00:00+00,2,2,69,87,,,108,,2,22,31,0,,3,15,1,4,,,0,3,2,1,3,2,2,1,4,0,0,3,2,56,0,4,0,42,50,61,4,5247
2018/08/07 12:00:00+00,0,1,48,72,,,95,,1,23,30,0,,1,67,0,1,,,0,1,1,2,1,0,1,0,2,0,0,1,1,58,0,1,0,41,21,46,2,5248
2018/08/07 13:00:00+00,0,1,57,68,,,92,,1,28,26,0,,0,15,0,0,,,0,,,5,1,0,0,0,2,0,0,1,0,38,0,2,0,38,37,61,2,5249
2018/08/07 14:00:00+00,0,1,66,61,,,104,,1,40,40,0,,0,18,2,0,,,0,,,3,1,0,1,0,1,0,0,0,0,44,0,0,0,28,58,47,4,5250
2018/08/07 15:00:00+00,0,2,77,66,,3,153,,1,23,26,0,,0,23,1,0,,,0,1,,1,0,0,1,0,1,0,0,1,1,27,0,0,0,14,68,57,4,5251
2018/08/07 16:00:00+00,0,1,84,122,,1,180,,0,30,30,0,,0,18,1,0,,,0,2,,1,0,0,0,0,2,0,0,1,1,58,0,1,1,20,72,96,7,5252
2018/08/07 17:00:00+00,0,0,102,132,,1,80,,0,38,57,,,0,30,1,1,,,0,1,,1,1,0,0,0,2,0,0,1,1,82,0,1,0,62,72,52,8,5253
2018/08/07 18:00:00+00,0,0,72,68,,1,46,,0,39,46,,,0,20,0,0,,,1,1,,1,0,0,0,0,1,0,0,0,1,134,0,0,0,,55,48,4,5254
2018/08/07 19:00:00+00,0,1,48,35,,1,108,,0,14,7,,,0,11,0,0,,,0,1,,0,0,0,0,0,1,0,0,0,1,26,0,0,0,,33,30,3,5255
2018/08/07 20:00:00+00,0,0,,24,,0,99,,0,11,7,,,0,8,0,0,,,0,1,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,6,19,22,2,5256
2018/08/07 21:00:00+00,0,0,,25,,0,49,,0,6,24,0,,0,10,0,0,,,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,11,20,43,2,5257
2018/08/07 22:00:00+00,0,0,,13,,0,81,,0,9,16,0,,0,9,0,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,8,0,0,0,10,7,49,2,5258
2018/08/07 23:00:00+00,0,1,,11,,0,90,,0,9,2,0,,0,4,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,8,14,3,5259
2018/08/08 00:00:00+00,0,0,,9,,0,43,,0,8,2,0,,0,2,0,0,,,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,2,6,10,3,5260
2018/08/08 01:00:00+00,0,0,,9,,0,32,,0,5,2,0,,0,1,0,0,,,0,,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,7,8,3,5261
2018/08/08 02:00:00+00,0,0,,13,,0,35,,0,2,2,0,,0,1,0,0,,,0,,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,2,4,9,2,5262
2018/08/08 03:00:00+00,0,0,,24,,0,67,,0,2,2,0,,0,1,0,0,,,0,,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,5,13,2,5263
2018/08/08 04:00:00+00,0,1,,41,,0,131,,0,1,4,0,,0,2,0,0,,,0,0,1,1,0,0,0,0,1,0,0,0,0,6,0,0,1,4,22,29,4,5264
2018/08/08 05:00:00+00,0,4,24,113,,0,170,,0,4,19,0,,0,9,1,0,,,0,1,1,1,1,8,1,0,1,0,,0,1,15,0,1,0,6,24,111,8,5265
2018/08/08 06:00:00+00,1,2,42,88,,0,192,,0,7,38,0,,0,14,1,0,,,0,2,2,4,2,2,2,0,2,0,0,0,3,31,1,1,2,17,40,115,6,5266
2018/08/08 07:00:00+00,1,3,51,92,,1,151,,1,30,60,0,,0,27,1,0,,,0,3,2,8,3,3,4,0,3,0,1,1,2,16,1,2,4,13,25,122,12,5267
2018/08/08 08:00:00+00,2,3,71,122,,2,235,,2,44,59,1,,1,30,2,1,,,2,1,2,6,3,8,4,1,4,0,1,3,3,42,1,3,4,34,19,112,12,5268
2018/08/08 09:00:00+00,1,3,66,75,,4,223,,4,52,29,3,,2,24,3,2,,,4,2,3,7,2,4,6,3,5,0,0,3,5,38,1,5,2,22,25,88,12,5269
2018/08/08 10:00:00+00,1,3,55,83,,3,191,,3,34,22,3,,2,22,4,1,,,5,2,3,6,2,,5,2,4,,0,4,4,36,1,2,3,28,66,67,11,5270
2018/08/08 11:00:00+00,0,2,51,68,,2,196,,1,19,19,2,,1,19,3,0,,,2,2,4,2,1,,3,1,3,0,0,4,5,25,0,2,2,15,48,50,9,5271
2018/08/08 12:00:00+00,0,3,49,74,,1,155,,2,18,16,0,,1,12,2,0,,,1,1,3,4,1,,2,1,2,0,0,3,3,22,0,1,2,12,42,61,6,5272
2018/08/08 13:00:00+00,0,5,65,68,,1,207,,1,28,24,1,,1,20,2,0,,,1,2,4,5,1,3,2,1,4,0,0,3,3,35,0,0,1,20,55,62,7,5273
2018/08/08 14:00:00+00,0,2,65,69,,2,183,,1,23,22,0,,1,21,2,0,,,1,1,2,3,1,1,2,0,3,0,0,2,1,35,0,2,1,19,54,74,6,5274
2018/08/08 15:00:00+00,0,3,58,87,,1,178,,1,35,19,1,,1,20,2,0,,,1,2,2,2,1,1,1,0,2,0,0,1,1,32,0,0,1,28,57,60,7,5275
2018/08/08 16:00:00+00,0,2,67,108,,1,188,,1,30,27,1,,0,23,2,0,,,1,3,2,1,1,0,1,0,2,0,0,2,1,29,0,1,1,34,46,60,9,5276
2018/08/08 17:00:00+00,0,2,80,92,,1,148,,0,23,25,0,,1,28,2,0,,,1,4,2,1,1,1,0,0,2,0,0,0,1,41,0,0,1,35,81,52,9,5277
2018/08/08 18:00:00+00,0,1,62,84,,0,152,,0,34,30,0,,0,19,1,0,,,1,3,2,1,1,0,0,0,1,0,0,0,1,52,0,0,1,42,35,73,6,5278
2018/08/08 19:00:00+00,0,1,32,90,,0,145,,0,27,50,0,,0,14,1,0,,,0,4,2,1,0,0,0,0,1,0,0,0,1,44,0,0,1,35,38,85,5,5279
2018/08/08 20:00:00+00,0,1,30,113,,0,36,,0,11,42,1,,0,7,0,0,,,0,2,1,0,0,1,0,0,3,0,0,0,1,1,0,0,1,9,39,72,3,5280
2018/08/08 21:00:00+00,0,0,27,73,,0,29,,0,16,16,0,,0,1,0,0,,,0,3,0,2,0,1,0,0,1,0,0,0,1,3,0,0,0,14,21,72,3,5281
2018/08/08 22:00:00+00,0,0,21,69,,0,29,,0,9,32,0,,0,1,0,0,,,0,1,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,21,38,115,2,5282
2018/08/08 23:00:00+00,0,0,18,42,,0,22,,0,14,16,1,,0,3,0,0,,,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,10,18,69,3,5283
2018/08/09 00:00:00+00,0,0,11,28,,0,14,,0,7,12,0,,0,2,0,0,,,0,0,0,1,1,0,0,0,2,0,1,0,1,1,0,0,0,4,13,45,4,5284
2018/08/09 01:00:00+00,0,0,9,27,,1,15,,1,4,11,0,,0,0,0,0,,,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,9,9,36,4,5285
2018/08/09 02:00:00+00,0,0,7,24,,1,13,,0,6,11,1,,0,0,0,0,,,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,10,6,43,4,5286
2018/08/09 03:00:00+00,0,0,7,64,,1,31,,0,5,7,1,,0,0,0,0,,,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,5,7,59,6,5287
2018/08/09 04:00:00+00,0,0,12,100,,2,50,,0,7,37,1,,0,0,0,1,,,0,1,0,2,1,0,0,0,2,0,0,0,1,3,0,0,0,27,36,92,4,5288
2018/08/09 05:00:00+00,0,1,38,85,,2,100,,1,15,58,0,,0,1,0,1,,,0,1,1,1,1,3,2,0,5,0,0,1,1,12,1,2,0,41,61,178,9,5289
2018/08/09 06:00:00+00,1,0,54,116,,3,96,,3,20,119,2,,0,5,0,1,,,1,3,1,14,5,20,2,0,6,0,0,1,1,17,1,3,1,31,113,187,11,5290
2018/08/09 07:00:00+00,4,2,72,114,,8,97,,5,37,108,4,,3,28,3,6,,,3,3,2,3,6,11,3,2,14,0,1,4,3,27,5,15,3,57,119,169,9,5291
2018/08/09 08:00:00+00,8,3,97,120,,13,108,,6,47,108,5,,8,27,11,6,,,5,3,2,,13,27,2,3,26,0,1,6,4,65,8,9,4,68,53,201,16,5292
2018/08/09 09:00:00+00,9,6,123,98,,20,168,,8,31,46,5,,7,83,6,12,,,2,3,3,,13,18,9,6,25,0,0,10,9,100,3,5,5,62,48,190,24,5293
2018/08/09 10:00:00+00,,6,80,100,,6,159,,8,27,43,6,,2,41,7,3,,,4,6,4,,9,9,11,5,9,0,1,5,13,,2,13,6,22,58,123,14,5294
2018/08/09 11:00:00+00,,6,68,103,,6,188,,6,32,51,6,,2,40,8,3,,,9,3,7,,7,7,10,3,6,1,0,4,9,,1,11,7,28,47,130,22,5295
2018/08/09 12:00:00+00,,6,62,51,,6,198,,4,28,26,5,,2,27,9,2,,,6,4,6,,6,6,5,3,6,1,0,5,7,34,1,6,4,16,67,82,9,5296
2018/08/09 13:00:00+00,,4,62,47,,5,199,,4,23,15,3,,1,27,5,2,,,5,3,3,,5,6,6,2,5,0,0,3,6,40,1,4,4,16,28,73,9,5297
2018/08/09 14:00:00+00,,4,68,72,,3,171,,3,30,20,2,,1,30,4,1,,,2,2,4,,4,3,7,2,6,1,0,3,3,40,1,3,,10,35,88,9,5298
2018/08/09 15:00:00+00,,3,42,42,,1,136,,1,21,18,2,,0,27,4,0,,,2,2,4,,4,2,4,1,3,0,0,1,2,45,1,2,,12,35,73,7,5299
2018/08/09 16:00:00+00,,3,54,58,,2,136,,2,10,24,1,,1,28,3,1,,,1,5,3,,5,3,5,1,4,0,0,2,3,31,1,2,,14,27,70,23,5300
2018/08/09 17:00:00+00,,3,48,42,,1,120,,2,12,25,1,,1,23,2,1,,,2,3,3,,4,2,4,1,3,0,0,2,2,31,1,3,,9,42,56,22,5301
2018/08/09 18:00:00+00,,3,47,32,,1,152,,1,18,15,1,,0,19,1,1,,,0,2,3,,2,1,2,0,3,0,0,1,2,41,0,2,1,9,25,50,6,5302
2018/08/09 19:00:00+00,,2,41,85,,0,171,,1,32,12,0,,0,18,1,0,,,0,2,2,,1,1,2,0,1,0,0,1,1,35,0,1,1,6,31,52,4,5303
2018/08/09 20:00:00+00,,2,34,93,,0,179,,0,18,12,0,,0,12,0,0,,,0,1,1,,1,0,1,0,,0,0,0,1,26,0,0,0,6,38,98,7,5304
2018/08/09 21:00:00+00,,3,68,66,,0,162,,0,13,15,0,,0,18,1,0,,,0,2,1,,1,0,1,0,,0,0,0,1,19,0,0,0,5,55,84,5,5305
2018/08/09 22:00:00+00,,1,39,45,,0,163,,0,22,13,0,,0,11,0,0,,,1,2,1,,2,0,1,0,,1,0,0,0,19,0,0,0,7,23,84,6,5306
2018/08/09 23:00:00+00,,0,18,35,,0,127,,0,17,16,0,,0,15,0,0,,,1,1,1,,2,0,1,0,,0,0,0,1,16,0,0,2,7,17,79,5,5307
2018/08/10 00:00:00+00,,2,15,19,,0,115,,0,12,8,1,,0,6,0,0,,,0,0,2,,3,0,1,0,,0,0,0,2,9,0,0,2,3,9,64,6,5308
2018/08/10 01:00:00+00,,0,10,22,,0,78,,0,4,5,1,,0,6,0,0,,,1,0,1,,5,0,2,0,,0,0,0,2,9,0,0,0,2,12,39,4,5309
2018/08/10 02:00:00+00,,1,6,70,,0,95,,0,8,3,1,,0,4,0,0,,,0,2,1,,3,0,1,0,,0,0,0,1,3,0,0,0,3,12,55,3,5310
2018/08/10 03:00:00+00,,1,8,124,,0,147,,0,11,3,1,,0,3,0,0,,,1,1,1,,3,0,2,0,,0,0,0,0,5,0,0,0,6,25,102,5,5311
2018/08/10 04:00:00+00,,5,16,218,,1,109,,3,8,17,5,,0,5,4,0,,,5,2,2,,4,0,4,1,,0,0,0,1,14,0,3,4,25,51,138,10,5312
2018/08/10 05:00:00+00,,13,48,333,,5,196,,6,15,33,8,,0,11,17,0,,,32,6,5,,10,10,14,14,,0,0,1,2,37,1,29,12,92,71,217,27,5313
2018/08/10 06:00:00+00,,15,103,321,,18,190,,20,41,75,13,,0,24,20,3,,,49,13,8,,29,10,31,27,,2,1,11,16,76,3,47,24,105,117,212,52,5314
2018/08/10 07:00:00+00,,9,80,220,,18,211,,25,55,83,15,,2,35,33,7,,,18,7,8,,17,12,29,24,,2,2,14,18,64,6,20,21,113,102,186,28,5315
2018/08/10 08:00:00+00,,8,101,128,,16,240,,22,56,65,12,,5,36,14,6,,,14,9,7,,12,8,29,20,,2,1,10,14,83,4,15,15,103,75,125,33,5316
2018/08/10 09:00:00+00,,6,98,124,,14,181,,14,55,,7,,3,29,9,3,,,6,4,6,5,5,4,16,11,,1,0,12,12,58,1,8,8,72,57,88,66,5317
2018/08/10 10:00:00+00,1,5,61,88,,6,139,,8,46,25,3,,2,24,5,1,,,2,3,5,3,3,4,8,4,,0,0,4,4,39,0,4,4,49,74,85,14,5318
2018/08/10 11:00:00+00,0,4,59,58,,4,157,,2,26,14,2,,1,20,3,1,,,2,3,4,2,2,2,4,2,,0,0,2,3,29,0,2,2,26,58,65,10,5319
2018/08/10 12:00:00+00,0,3,67,62,,3,172,,1,20,13,2,,1,16,3,0,,,1,2,4,3,2,5,3,1,,0,0,3,3,28,0,1,1,20,47,57,10,5320
2018/08/10 13:00:00+00,0,3,55,67,,3,151,,2,25,17,1,,1,17,4,0,,,1,3,4,3,2,2,3,1,,0,0,4,1,31,0,1,1,21,55,60,8,5321
2018/08/10 14:00:00+00,0,4,61,56,,2,125,,2,20,15,2,,1,20,3,0,,,1,2,4,2,2,2,3,1,,0,0,2,1,30,0,1,0,28,55,67,10,5322
2018/08/10 15:00:00+00,0,4,52,66,,2,135,,1,24,10,2,,1,20,3,0,,,2,2,3,2,1,1,2,1,,0,0,4,1,26,0,1,1,26,59,51,10,5323
2018/08/10 16:00:00+00,0,3,61,77,,2,137,,1,20,10,1,,1,21,3,0,,,1,4,3,2,1,1,1,1,2,0,0,2,1,25,0,1,1,25,66,46,7,5324
2018/08/10 17:00:00+00,0,3,74,57,,2,148,,1,18,17,1,,0,18,2,0,,,1,3,3,2,1,1,2,0,2,0,0,2,1,28,0,0,1,18,67,46,6,5325
2018/08/10 18:00:00+00,0,3,56,66,,1,173,,1,19,14,0,,0,19,1,0,,,1,3,3,2,1,1,1,0,2,0,0,2,1,28,0,1,1,12,51,52,5,5326
2018/08/10 19:00:00+00,0,2,48,72,,1,170,,0,30,15,0,,0,14,1,0,,,0,2,2,1,1,0,1,0,1,0,0,1,0,23,0,0,0,14,50,57,4,5327
2018/08/10 20:00:00+00,0,1,41,84,,0,152,,0,24,23,0,,0,16,0,0,,,0,3,1,1,1,0,0,0,1,0,0,0,1,22,0,0,0,14,43,77,6,5328
2018/08/10 21:00:00+00,0,2,47,58,,0,126,,0,20,21,1,,0,14,0,0,,,0,3,1,1,0,0,0,0,1,0,0,0,0,14,0,0,0,24,20,65,7,5329
